"Date","MP","Rolling_Avg_MP","Season","Player","Team","Position","Age","MPG","G"
"2015-01-04",30.8666666666667,27.0866666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-06",23.95,26.1,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-07",32.2,26.8933333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-09",24.2666666666667,27.2166666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-10",24.65,27.1866666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-15",28.15,26.6433333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-19",19.6166666666667,25.7766666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-22",30.6833333333333,25.4733333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-24",23.4,25.3,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-25",24.15,25.2,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-27",21,23.77,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-29",0,19.8466666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-01-31",0,13.71,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-02",0,9.03,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-04",0,4.2,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-06",0,1.06581410364015e-15,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-07",0,1.06581410364015e-15,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-09",16.1166666666667,3.22333333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-11",26.1833333333333,8.46,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-20",30.1166666666667,14.4833333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-22",14.5666666666667,17.3966666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-23",5.7,18.5366666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-25",19.1166666666667,19.1366666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-27",24.6166666666667,18.8233333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-02-28",24.2333333333333,17.6466666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-03",13.4833333333333,17.43,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-04",24.8333333333333,21.2566666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-07",25.25,22.4833333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-09",19.2833333333333,21.4166666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-11",23.7833333333333,21.3266666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-12",33.85,25.4,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-14",26.6333333333333,25.76,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-17",24.3333333333333,25.5766666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-18",17.3,25.18,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-20",40.1,28.4433333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-22",30.6,27.7933333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-24",33.2,29.1066666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-26",32.3833333333333,30.7166666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-28",22.8333333333333,31.8233333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-03-30",35.6833333333333,30.94,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-01",29.1,30.64,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-03",29.7333333333333,29.9466666666667,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-04",23.35,28.14,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-08",31,29.7733333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-10",20.4333333333333,26.7233333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-12",23.8333333333333,25.67,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-13",19.1333333333333,23.55,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-04-15",15.1666666666667,21.9133333333333,"2014-15","Zaza Pachulia","Milwaukee Bucks","C",30,23.7,73
"2015-10-28",25,25,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-10-29",18.3666666666667,21.6833333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-01",29.2833333333333,24.2166666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-03",28.1166666666667,25.1916666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-05",25.6666666666667,25.2866666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-07",27.6166666666667,25.81,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-10",20.6666666666667,26.27,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-11",30.8166666666667,26.5766666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-13",31.0333333333333,27.16,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-14",30.0166666666667,28.03,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-16",29.2,28.3466666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-18",31.8333333333333,30.58,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-20",38.8333333333333,32.1833333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-22",33.6,32.6966666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-24",28.3666666666667,32.3666666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-25",20.7833333333333,30.6833333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-28",30.6,30.4366666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-11-30",28.5166666666667,28.3733333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-01",38.05,29.2633333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-04",29.35,29.46,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-06",24.4833333333333,30.2,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-07",31.5166666666667,30.3833333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-09",37.8333333333333,32.2466666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-12",23.0666666666667,29.25,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-14",28.4166666666667,29.0633333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-16",25.9833333333333,29.3633333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-18",28.75,28.81,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-22",18.4,24.9233333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-23",26.6,25.63,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-26",29.4333333333333,25.8333333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-28",35.7666666666667,27.79,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2015-12-30",24.4666666666667,26.9333333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-01",25.0333333333333,28.26,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-02",34.6666666666667,29.8733333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-05",40.3333333333333,32.0533333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-06",0,24.9,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-08",31.9333333333333,26.3933333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-10",32.0666666666667,27.8,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-12",31.8333333333333,27.2333333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-13",0,19.1666666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-15",34.2,26.0066666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-17",20.65,23.75,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-18",35.8833333333333,24.5133333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-20",33.8833333333333,24.9233333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-22",25.1166666666667,29.9466666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-24",0,23.1066666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-26",0,18.9766666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-27",0,11.8,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-29",32.15,11.4533333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-01-31",36.3666666666667,13.7033333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-01",27.9666666666667,19.2966666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-03",38.8333333333333,27.0633333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-05",18.85,30.8333333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-06",30.7333333333333,30.55,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-09",41.4166666666667,31.56,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-19",40.4,34.0466666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-21",19.2333333333333,30.1266666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-24",24.1166666666667,31.18,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-26",8.18333333333333,26.67,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-02-28",20.1333333333333,22.4133333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-01",30.8666666666667,20.5066666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-03",23.8166666666667,21.4233333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-06",9.6,18.52,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-07",14.7333333333333,19.83,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-09",34.5833333333333,22.72,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-12",17.3166666666667,20.01,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-14",5.98333333333333,16.4433333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-16",13.4333333333333,17.21,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-18",3.33333333333333,14.93,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-20",4.85,8.98333333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-23",0,5.52,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-25",25.2833333333333,9.38,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-27",13.8166666666667,9.45666666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-28",28.6666666666667,14.5233333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-03-30",19.4166666666667,17.4366666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-01",22.15,21.8666666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-03",22.55,21.32,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-06",24.3333333333333,23.4233333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-08",21.6166666666667,22.0133333333333,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-10",16.8333333333333,21.4966666666667,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-11",26.9166666666667,22.45,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-04-13",29.65,23.87,"2015-16","Zaza Pachulia","Dallas Mavericks","C",31,26.4,76
"2016-10-25",20.0833333333333,20.0833333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-10-28",17.3833333333333,18.7333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-10-30",22.2166666666667,19.8944444444444,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-01",18.85,19.6333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-03",22.6166666666667,20.23,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-04",19.0333333333333,20.02,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-07",11.2166666666667,18.7866666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-09",13.3833333333333,17.02,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-10",13.7666666666667,16.0033333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-13",11.9333333333333,13.8666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-16",15.8833333333333,13.2366666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-18",21.05,15.2033333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-19",16.7666666666667,15.88,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-21",13.9833333333333,15.9233333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-23",17.95,17.1266666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-25",20.65,18.08,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-26",24.5833333333333,18.7866666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-11-28",16.2333333333333,18.68,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-01",8.38333333333333,17.56,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-03",14.7166666666667,16.9133333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-05",18.4166666666667,16.4666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-07",21.6666666666667,15.8833333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-08",22.0833333333333,17.0533333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-10",0,15.3766666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-11",0,12.4333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-13",0,8.75,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-15",0,4.41666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-17",16.75,3.35,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-20",14.95,6.34,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-22",26.4666666666667,11.6333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-23",18.9333333333333,15.42,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-25",12.85,17.99,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-28",17.6833333333333,18.1766666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2016-12-30",18.3333333333333,18.8533333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-02",19.4333333333333,17.4466666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-04",18.8166666666667,17.4233333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-06",30.1166666666667,20.8766666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-08",22.1166666666667,21.7633333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-10",23.6833333333333,22.8333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-12",24.4833333333333,23.8433333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-16",20.5833333333333,24.1966666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-18",18.9333333333333,21.96,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-20",20.4333333333333,21.6233333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-22",20.05,20.8966666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-23",26.9666666666667,21.3933333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-25",13.4166666666667,19.96,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-28",14.4166666666667,19.0566666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-01-29",23.5,19.67,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-01",0,15.66,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-02",0,10.2666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-04",0,7.58333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-08",0,4.7,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-10",0,1.06581410364015e-15,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-11",0,1.06581410364015e-15,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-13",0,1.06581410364015e-15,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-15",0,1.06581410364015e-15,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-23",18.1333333333333,3.62666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-25",20.3,7.68666666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-27",14.5,10.5866666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-02-28",18.15,14.2166666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-02",14.1166666666667,17.04,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-05",18.3333333333333,17.08,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-06",14.85,15.99,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-08",18.5333333333333,16.7966666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-10",25.7166666666667,18.31,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-11",20.0333333333333,19.4933333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-14",12.4666666666667,18.32,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-16",21.4,19.63,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-18",12.0833333333333,18.34,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-20",14.3333333333333,16.0633333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-21",14.4833333333333,14.9533333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-24",19,16.26,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-26",11.85,14.35,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-28",14.45,14.8233333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-29",17.7166666666667,15.5,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-03-31",11.9833333333333,15,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-02",13.7,13.94,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-04",19.2333333333333,15.4166666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-05",18.0333333333333,16.1333333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-08",21.9833333333333,16.9866666666667,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-10",24.95,19.58,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2017-04-12",12.2166666666667,19.2833333333333,"2016-17","Zaza Pachulia","Golden State Warriors","C",32,18.1,70
"2020-12-23",29.5666666666667,29.5666666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2020-12-25",38.3,33.9333333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2020-12-27",38.05,35.3055555555556,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2020-12-29",28.8166666666667,33.6833333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2020-12-31",17.4166666666667,30.43,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-02",32.7666666666667,31.07,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-04",35.1333333333333,30.4366666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-06",32.3833333333333,29.3033333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-08",33.7,30.28,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-13",0,26.7966666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-15",34.1166666666667,27.0666666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-17",35.3166666666667,27.1033333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-19",35.3666666666667,27.7,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-21",34.4333333333333,27.8466666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-23",37.85,35.4166666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-27",32.75,35.1433333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-29",34.0333333333333,34.8866666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-01-30",29.2333333333333,33.66,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-01",30.9166666666667,32.9566666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-03",32.3333333333333,31.8533333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-05",31.3833333333333,31.58,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-06",33.3166666666667,31.4366666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-09",20.65,29.72,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-10",36.9,30.9166666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-12",37.0666666666667,31.8633333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-14",35.7166666666667,32.73,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-16",28.4833333333333,31.7633333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-17",33.85,34.4033333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-19",31.25,33.2733333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-21",39.8,33.82,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-24",31.05,32.8866666666667,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-25",37.4166666666667,34.6733333333333,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-02-27",34.6833333333333,34.84,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
"2021-03-01",33.95,35.38,"2020-21","Zion Williamson","New Orleans Pelicans","PF",20,33.2,61
