"Date","MP","Rolling_Avg_MP","Season","Player","Team","Position","Age","MPG","G","Travel","Distance","Injury_Indicator","Injury_Severity","Injury_Notes","PG","SG","SF","PF","C","Is_2019_20","Is_2020_21","Is_2021_22","treatment","distance_average","Is_3rd_Game_in_4_Days","Is_4th_Game_in_5_Days","Is_5th_Game_in_7_Days","Season_Phase","Early_Treatment","Mid_Treatment","Late_Treatment","Total_Early_Treatment","Total_Mid_Treatment","Total_Late_Treatment","Rows_In_Phase","Total_Games","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency"
2015-01-10,26.8833333333333,25.3966666666667,"2014-15","Brook Lopez","Brooklyn Nets","C",26,29.2,72,1,488,0,0,"",0,0,0,0,1,0,0,0,0,244,1,0,1,"Mid",0,0,0,0,0,0,8,17,0,0,0,0
2019-03-03,17.5833333333333,21.59,"2018-19","Bruce Brown Jr.","Detroit Pistons","SF",22,19.6,74,1,96,0,0,"",0,0,1,0,0,0,0,0,0,676,0,0,0,"Late",0,0,0,0,0,0,5,12,0,0,0,0
2019-01-27,30.7666666666667,30.6266666666667,"2018-19","Bryn Forbes","San Antonio Spurs","PG",25,28,82,1,516,0,0,"",1,0,0,0,0,0,0,0,0,798.5,0,0,0,"Mid",0,0,0,0,0,0,4,13,0,0,0,0
2016-12-21,19.4166666666667,23.1133333333333,"2016-17","Buddy Hield","Sacramento Kings","SF",24,23,82,1,1081,0,0,"",0,0,1,0,0,0,0,0,0,1295,1,0,1,"Mid",0,0,0,0,0,0,3,17,0,0,0,0
2015-12-27,41.6333333333333,28.7433333333333,"2015-16","C.J. McCollum","Portland Trail Blazers","SG",24,34.8,80,1,486,0,0,"",0,1,0,0,0,0,0,0,0,1274,0,0,0,"Mid",0,0,0,0,1,0,5,19,0,0.2,0,0.0526315789473684
2013-12-29,23.4833333333333,20.82,"2013-14","C.J. Miles","Cleveland Cavaliers","SF",26,19.3,51,1,551,0,0,"",0,0,1,0,0,0,0,0,0,551,1,0,0,"Mid",0,0,0,0,0,0,3,10,0,0,0,0
2023-03-01,27.45,29.0533333333333,"2022-23","Cameron Johnson","Brooklyn Nets","PF",26,28.5,42,0,0,0,0,"",0,0,0,1,0,0,0,0,0,374,1,0,0,"Late",0,0,0,0,0,0,4,4,-Inf,-Inf,0.25,0.25
2014-01-18,27.8166666666667,23.8533333333333,"2013-14","Carlos Boozer","Chicago Bulls","PF",32,28.2,76,1,596,0,0,"",0,0,0,1,0,0,0,0,0,679,1,0,0,"Mid",0,0,0,0,0,0,5,17,0,0,0,0
2014-01-14,38.4166666666667,38.3766666666667,"2013-14","Carmelo Anthony","New York Knicks","SF",29,38.7,77,1,533,0,0,"",0,0,1,0,0,0,0,0,0,305.5,1,0,0,"Mid",0,0,0,0,0,0,4,16,0,0,0,0
2015-01-10,20.1833333333333,19.25,"2014-15","Caron Butler","Detroit Pistons","SF",34,20.8,78,0,0,0,0,"",0,0,1,0,0,0,0,0,0,499,1,1,1,"Mid",0,0,0,0,0,0,6,21,0,0.166666666666667,0,0.0476190476190476
2015-01-14,28.2833333333333,33.1933333333333,"2014-15","Chandler Parsons","Dallas Mavericks","SF",26,33.1,66,1,892,0,0,"",0,0,1,0,0,0,0,0,0,622,0,0,0,"Mid",0,0,0,0,0,0,5,13,0,0,0,0
2014-01-11,34.0833333333333,30.33,"2013-14","Channing Frye","Phoenix Suns","PF",30,28.2,82,1,625,0,0,"",0,0,0,1,0,0,0,0,0,663.5,1,1,0,"Mid",0,0,0,0,0,0,7,18,0,0,0,0
2014-01-21,34.3333333333333,37.3966666666667,"2013-14","Chris Bosh","Miami Heat","C",29,32,79,1,607,0,0,"",0,0,0,0,1,0,0,0,0,417,1,1,1,"Mid",0,0,0,0,0,0,6,17,0,0,0,0
2022-01-29,22.1166666666667,30.0866666666667,"2021-22","Chris Duarte","Indiana Pacers","PF",24,28,55,1,190,0,0,"",0,0,0,1,0,0,0,1,0,439.5,1,0,0,"Mid",0,0,0,0,0,0,3,10,0,0,0.5,0.1
2021-04-05,33.4166666666667,20.66,"2020-21","Christian Wood","Houston Rockets","C",25,32.3,41,0,0,0,0,"",0,0,0,0,1,0,1,0,0,803.5,1,0,0,"Late",0,0,0,0,0,0,5,7,0,0,0.2,0.142857142857143
2021-03-17,22.5,31.13,"2020-21","Coby White","Chicago Bulls","PG",20,31.2,69,0,0,0,0,"",1,0,0,0,0,0,1,0,0,0,1,0,1,"Mid",0,0,0,0,0,0,4,17,0,0,0,0
2014-12-27,18.9,21.1766666666667,"2014-15","Cody Zeller","Charlotte Hornets","PF",22,24,62,1,940,0,0,"",0,0,0,1,0,0,0,0,0,835.5,0,0,0,"Mid",0,0,0,0,0,0,7,16,0,0.142857142857143,0,0.0625
2019-01-09,24.9333333333333,29.4,"2018-19","Collin Sexton","Cleveland Cavaliers","PG",20,31.8,82,1,913,0,0,"",1,0,0,0,0,0,0,0,0,456.5,0,0,0,"Mid",0,0,0,0,0,0,5,14,0,0,0,0
2013-12-28,33.1,28.53,"2013-14","Corey Brewer","Minnesota Timberwolves","SF",27,32.2,81,1,294,0,0,"",0,0,1,0,0,0,0,0,0,910.5,0,0,0,"Mid",0,0,0,0,0,0,6,21,0,0.166666666666667,0,0.0476190476190476
2023-01-25,20.1833333333333,23.8566666666667,"2022-23","Corey Kispert","Washington Wizards","SF",23,28.3,74,1,224,0,0,"",0,0,1,0,0,0,0,0,0,703,0,0,0,"Mid",0,0,0,0,0,0,5,15,0,0,0,0
2014-01-03,14.35,17.1233333333333,"2013-14","Courtney Lee","Memphis Grizzlies","SG",28,25,79,1,854,0,0,"",0,1,0,0,0,0,0,0,0,854,1,0,0,"Mid",0,0,0,1,0,0,8,22,0.166666666666667,0,0,0.0454545454545455
2016-01-08,7.71666666666667,19.7433333333333,"2015-16","D'Angelo Russell","Los Angeles Lakers","PG",19,28.2,80,1,352,1,4,"sprained right ankle (DTD)",1,0,0,0,0,0,0,0,0,352,0,0,0,"Mid",0,0,0,0,0,0,6,18,0,0,0,0
2018-01-31,21.0333333333333,18.2033333333333,"2017-18","D.J. Augustin","Orlando Magic","PG",30,23.5,75,1,851,0,0,"",1,0,0,0,0,0,0,0,0,859,0,0,0,"Mid",0,0,0,0,0,0,5,14,0,0,0,0
2013-12-31,40.5833333333333,38.53,"2013-14","Damian Lillard","Portland Trail Blazers","PG",23,35.8,82,1,577,0,0,"",1,0,0,0,0,0,0,0,0,1319.5,1,0,0,"Mid",0,0,0,0,0,0,7,19,0,0,0,0
2019-01-28,14.1833333333333,26.5133333333333,"2018-19","Damyean Dotson","New York Knicks","SG",24,27.5,73,1,533,0,0,"",0,1,0,0,0,0,0,0,0,266.5,1,0,0,"Mid",0,0,0,0,0,0,3,12,0,0,0,0
2022-02-26,23.9833333333333,2.59333333333334,"2021-22","Daniel Gafford","Washington Wizards","C",23,20.1,72,1,303,0,0,"",0,0,0,0,1,0,0,1,0,253.5,0,0,0,"Late",0,0,0,1,0,0,6,12,0.333333333333333,0,0.166666666666667,0.166666666666667
2020-03-04,18.5833333333333,29.45,"2019-20","Daniel Theis","Boston Celtics","C",27,24.1,65,1,551,0,0,"",0,0,0,0,1,1,0,0,0,275.5,0,0,0,"Late",0,0,0,1,0,0,2,9,0.5,0,0,0.111111111111111
2013-12-26,27.2,25.5133333333333,"2013-14","Danny Green","San Antonio Spurs","SG",26,24.3,68,1,252,0,0,"",0,1,0,0,0,0,0,0,0,126,1,0,0,"Mid",0,0,0,0,0,0,3,16,0,0,0,0
2016-01-13,22.7666666666667,15.8933333333333,"2015-16","Dante Cunningham","New Orleans Pelicans","SF",28,24.6,80,1,352,0,0,"",0,0,1,0,0,0,0,0,0,176,1,0,0,"Mid",0,0,0,0,0,0,5,17,0,0,0,0
2015-01-03,23.2666666666667,20.7866666666667,"2014-15","Dante Exum","Utah Jazz","SG",19,22.2,82,1,986,0,0,"",0,1,0,0,0,0,0,0,0,493,0,0,0,"Mid",0,0,0,0,0,0,7,19,0,0,0,0
2020-03-08,30.1166666666667,27.92,"2019-20","Danuel House","Houston Rockets","SF",26,30.4,63,1,927,0,0,"",0,0,1,0,0,1,0,0,0,927,1,0,0,"Late",0,0,0,0,0,0,3,8,0,0,0,0
2017-01-21,15.1,23.2966666666667,"2016-17","Dario Saric","Philadelphia 76ers","PF",22,26.3,81,1,671,0,0,"",0,0,0,1,0,0,0,0,0,335.5,1,0,0,"Mid",0,0,0,0,0,0,7,18,0,0,0,0
2020-01-28,0,35.3133333333333,"2019-20","Darius Garland","Cleveland Cavaliers","PG",20,30.9,59,0,0,0,0,"",1,0,0,0,0,1,0,0,1,96,1,0,0,"Late",0,0,1,0,0,1,3,11,0,0,0.333333333333333,0.0909090909090909
2018-02-10,23.6166666666667,24.7233333333333,"2017-18","Darius Miller","New Orleans Pelicans","SF",27,23.7,82,1,78,0,0,"",0,0,1,0,0,0,0,0,0,579.5,0,0,0,"Late",0,0,0,0,0,0,6,14,0,0,0,0
2015-01-31,39.7166666666667,35.3633333333333,"2014-15","Darren Collison","Sacramento Kings","PG",27,34.8,45,1,262,0,0,"",1,0,0,0,0,0,0,0,0,226,1,0,0,"Mid",0,0,0,0,0,0,5,8,0,0,-Inf,0
2014-01-31,0,34.5933333333333,"2013-14","David Lee","Golden State Warriors","C",30,33.2,69,0,0,0,0,"",0,0,0,0,1,0,0,0,1,0,1,0,0,"Mid",0,1,0,0,1,0,4,13,0,0.25,0,0.0769230769230769
2014-01-01,31.4166666666667,28.7066666666667,"2013-14","David West","Indiana Pacers","PF",33,30.9,80,1,440,0,0,"",0,0,0,1,0,0,0,0,0,220,0,0,0,"Mid",0,0,0,0,0,0,8,20,0,0,0,0
2018-01-23,10.5166666666667,32.0266666666667,"2017-18","De'Aaron Fox","Sacramento Kings","PG",20,27.8,73,1,464,0,0,"",1,0,0,0,0,0,0,0,0,491.5,0,0,0,"Mid",0,0,0,0,0,0,3,14,0,0,0,0
2020-01-18,30.5333333333333,26.9266666666667,"2019-20","De'Andre Hunter","Atlanta Hawks","SF",22,32,63,1,880,0,0,"",0,0,1,0,0,1,0,0,0,880,0,0,0,"Mid",0,0,0,0,0,0,4,12,0,0,0,0
2014-01-04,32.9166666666667,37.2766666666667,"2013-14","DeAndre Jordan","Los Angeles Clippers","C",25,35,82,1,252,0,0,"",0,0,0,0,1,0,0,0,0,750.5,1,0,0,"Mid",0,0,0,0,0,0,6,17,0,0,0,0
2018-01-03,13.7166666666667,13.95,"2017-18","Dejounte Murray","San Antonio Spurs","SG",21,21.5,81,1,78,0,0,"",0,1,0,0,0,0,0,0,0,283,0,0,0,"Mid",0,0,0,0,0,0,5,14,0,0,0,0
2014-01-20,38.7666666666667,36.5933333333333,"2013-14","DeMar DeRozan","Toronto Raptors","SG",24,38.2,79,1,589,0,0,"",0,1,0,0,0,0,0,0,0,294.5,1,0,0,"Mid",0,0,0,0,0,0,7,18,0,0,0.166666666666667,0.0555555555555556
2014-01-22,9.46666666666667,33.2466666666667,"2013-14","DeMarcus Cousins","Sacramento Kings","C",23,32.4,71,1,328,1,12,"placed on IL with ankle injury",0,0,0,0,1,0,0,0,0,452.5,1,0,0,"Mid",0,0,0,0,0,0,3,16,0,0,0.166666666666667,0.0625
2014-01-25,24.2166666666667,26.2866666666667,"2013-14","DeMarre Carroll","Atlanta Hawks","SF",27,32.1,73,1,671,0,0,"",0,0,1,0,0,0,0,0,1,671,1,0,0,"Mid",0,1,0,0,1,0,4,18,0,0.25,0,0.0555555555555556
2021-02-28,6.76666666666667,17.0633333333333,"2020-21","Deni Avdija","Washington Wizards","SF",20,23.3,54,1,394,0,0,"",0,0,1,0,0,0,1,0,0,939,1,0,1,"Mid",0,0,0,0,0,0,6,13,0,0,0,0
2017-01-16,33.6166666666667,28.8033333333333,"2016-17","Dennis Schroder","Atlanta Hawks","PG",23,31.5,79,1,748,0,0,"",1,0,0,0,0,0,0,0,0,374,1,0,0,"Mid",0,0,0,0,0,0,4,17,0,0,0.333333333333333,0.117647058823529
2018-01-27,30.95,32.5833333333333,"2017-18","Dennis Smith","Dallas Mavericks","PG",20,29.7,69,1,660,0,0,"",1,0,0,0,0,0,0,0,0,330,1,0,0,"Mid",0,0,0,0,0,0,4,13,0,0,0.2,0.0769230769230769
2018-01-06,27.4333333333333,28.64,"2017-18","Denzel Valentine","Chicago Bulls","SF",24,27.2,77,1,763,0,0,"",0,0,1,0,0,0,0,0,0,781.5,1,0,1,"Mid",0,0,0,0,0,0,4,13,0,0,0,0
2014-01-27,29.1833333333333,18.0866666666667,"2013-14","Deron Williams","Brooklyn Nets","PG",29,32.2,64,1,190,0,0,"",1,0,0,0,0,0,0,0,0,190,1,0,0,"Mid",0,0,0,0,0,0,7,16,0,0,0.142857142857143,0.0625
2013-12-21,35.5333333333333,31.4166666666667,"2013-14","Derrick Favors","Utah Jazz","C",22,30.2,73,1,227,0,0,"",0,0,0,0,1,0,0,0,0,316.5,1,0,0,"Mid",0,0,0,0,0,0,6,18,0,0,0,0
2021-03-19,30.2833333333333,22.4033333333333,"2020-21","Derrick Jones","Portland Trail Blazers","PF",23,22.7,58,0,0,0,0,"",0,0,0,1,0,0,1,0,0,0,1,0,1,"Mid",0,0,0,0,0,0,7,12,0,0,0.666666666666667,0.166666666666667
2014-12-23,28.5666666666667,18.0466666666667,"2014-15","Derrick Rose","Chicago Bulls","PG",26,30,51,1,596,0,0,"",1,0,0,0,0,0,0,0,0,539,0,0,0,"Mid",0,0,0,0,0,0,7,12,0,0.142857142857143,0,0.0833333333333333
2019-01-27,30.55,32.0833333333333,"2018-19","Derrick White","San Antonio Spurs","SG",24,25.8,67,1,516,0,0,"",0,1,0,0,0,0,0,0,0,798.5,0,0,0,"Mid",0,0,0,0,0,0,4,11,0,0,0.333333333333333,0.0909090909090909
2022-01-14,28.95,24.3266666666667,"2021-22","Desmond Bane","Memphis Grizzlies","SG",23,29.8,76,0,0,0,0,"",0,1,0,0,0,0,0,1,0,0,1,0,1,"Mid",0,0,0,0,0,0,6,14,0,0,0.25,0.0714285714285714
2016-01-27,33.5166666666667,34.17,"2015-16","Devin Booker","Phoenix Suns","SG",19,27.7,76,1,358,0,0,"",0,1,0,0,0,0,0,0,0,1218,0,0,0,"Mid",0,0,0,0,0,0,4,13,0,0,0,0
2022-01-15,30.6666666666667,10.8366666666667,"2021-22","Devin Vassell","San Antonio Spurs","SF",21,27.3,71,0,0,0,0,"",0,0,1,0,0,0,0,1,0,0,1,0,0,"Mid",0,0,0,0,0,0,7,13,0,0,0.25,0.0769230769230769
2020-01-13,36.15,37.3133333333333,"2019-20","Devonte' Graham","Charlotte Hornets","SG",24,35.1,63,1,1001,0,0,"",0,1,0,0,0,1,0,0,0,751,1,0,0,"Mid",0,0,0,0,0,0,4,10,0,0,0,0
2018-01-20,30.1166666666667,26.92,"2017-18","Dillon Brooks","Memphis Grizzlies","SG",22,28.7,82,1,348,0,0,"",0,1,0,0,0,0,0,0,0,174,1,0,0,"Mid",0,0,0,0,0,0,7,16,0,0,0,0
2014-01-08,27.3333333333333,32.5433333333333,"2013-14","Dirk Nowitzki","Dallas Mavericks","PF",35,32.9,80,1,252,0,0,"",0,0,0,1,0,0,0,0,0,126,1,0,0,"Mid",0,0,0,0,0,0,4,16,0,0,0,0
2020-12-27,40.5833333333333,36.8,"2020-21","Domantas Sabonis","Indiana Pacers","PF",24,36,62,1,163,0,0,"",0,0,0,1,0,0,1,0,0,163,0,0,0,"Early",0,0,0,0,0,0,4,13,0,0,0.25,0.0769230769230769
2016-01-30,21.9,27.1333333333333,"2015-16","Donald Sloan","Brooklyn Nets","PG",28,21.6,61,1,445,0,0,"",1,0,0,0,0,0,0,0,0,908.5,0,0,0,"Mid",0,0,0,0,0,0,5,10,-Inf,0,0,0
2015-01-03,27.4,25.4233333333333,"2014-15","Donatas Motiejunas","Houston Rockets","PF",24,28.7,71,1,328,0,0,"",0,0,0,1,0,0,0,0,0,328,1,0,1,"Mid",0,0,0,0,0,0,6,17,0,0,0,0
2017-12-27,34.75,18.97,"2017-18","Donovan Mitchell","Utah Jazz","SG",21,33.4,79,1,956,0,0,"",0,1,0,0,0,0,0,0,0,667.5,0,0,0,"Mid",0,0,0,0,0,0,4,15,0,0.25,0,0.0666666666666667
2017-01-26,40.8666666666667,15.9866666666667,"2016-17","Dorian Finney-Smith","Dallas Mavericks","SF",23,20.3,81,1,190,0,0,"",0,0,1,0,0,0,0,0,0,95,0,0,0,"Mid",0,0,0,0,0,0,7,15,0,0,0,0
2022-01-15,23.1833333333333,7.105427357601e-16,"2021-22","Doug McDermott","San Antonio Spurs","PF",30,24,51,0,0,0,0,"",0,0,0,1,0,0,0,1,0,0,0,0,0,"Mid",0,0,0,0,1,0,5,11,0,0.4,0.333333333333333,0.272727272727273
2017-12-21,31.95,22.5733333333333,"2017-18","Dragan Bender","Phoenix Suns","PF",20,25.2,82,1,366,0,0,"",0,0,0,1,0,0,0,0,0,807.5,1,0,0,"Mid",0,0,0,0,0,0,4,15,0,0,0,0
2014-01-31,29.15,16.3333333333333,"2013-14","Draymond Green","Golden State Warriors","PF",23,21.9,82,1,600,0,0,"",0,0,0,1,0,0,0,0,0,300,1,0,0,"Mid",0,0,0,0,0,0,4,15,0,0,0,0
2023-02-04,26.2666666666667,21.9466666666667,"2022-23","Drew Eubanks","Portland Trail Blazers","PF",25,20.3,78,1,596,0,0,"",0,0,0,1,0,0,0,0,0,679.5,1,0,0,"Mid",0,0,0,0,0,0,4,12,0,0,0,0
2020-01-28,38.75,31.6966666666667,"2019-20","Duncan Robinson","Miami Heat","PF",25,29.7,73,0,0,0,0,"",0,0,0,1,0,1,0,0,0,0,0,0,0,"Late",0,0,0,0,0,0,3,11,0,0,0,0
2021-03-24,23.7,27.4633333333333,"2020-21","Dwayne Bacon","Orlando Magic","PF",25,25.7,72,0,0,0,0,"",0,0,0,1,0,0,1,0,0,559,1,0,1,"Mid",0,0,0,0,0,0,4,14,0,0,0,0
2015-01-03,26.45,31.4133333333333,"2014-15","Dwight Howard","Houston Rockets","C",29,29.8,41,1,328,0,0,"",0,0,0,0,1,0,0,0,0,328,1,0,1,"Mid",0,0,0,0,0,0,4,9,0,0,1,0.111111111111111
2018-01-27,15.2333333333333,21.7566666666667,"2017-18","Dwight Powell","Dallas Mavericks","C",26,21.2,79,1,660,0,0,"",0,0,0,0,1,0,0,0,0,330,1,0,0,"Mid",0,0,0,0,0,0,4,15,0,0,0.333333333333333,0.133333333333333
2018-02-10,43.95,27.1833333333333,"2017-18","E'Twaun Moore","New Orleans Pelicans","SG",28,31.5,82,1,78,0,0,"",0,1,0,0,0,0,0,0,0,579.5,0,0,0,"Late",0,0,0,0,0,0,6,14,0,0,0,0
2014-12-30,24.0166666666667,30.3766666666667,"2014-15","Elfrid Payton","Orlando Magic","PG",20,30.4,82,1,201,0,0,"",1,0,0,0,0,0,0,0,0,426.5,1,1,0,"Mid",0,0,0,0,0,0,5,17,0,0,0,0
2018-01-15,9.08333333333333,25.4366666666667,"2017-18","Enes Kanter","New York Knicks","C",25,25.8,71,0,0,0,0,"",0,0,0,0,1,0,0,0,0,510.5,1,0,0,"Mid",0,0,0,0,0,0,6,12,0,0,0,0
2014-12-31,42.0166666666667,33.2633333333333,"2014-15","Eric Bledsoe","Phoenix Suns","PG",25,34.6,81,1,577,0,0,"",1,0,0,0,0,0,0,0,0,1131.5,1,0,0,"Mid",0,0,0,0,0,0,5,18,0,0,0,0
2014-01-08,37.8,20.18,"2013-14","Eric Gordon","New Orleans Pelicans","SF",25,32.1,64,1,663,0,0,"",0,0,1,0,0,0,0,0,0,845,0,0,0,"Mid",0,0,0,0,0,0,6,15,0,0,0,0
2013-12-14,18.6166666666667,32.68,"2013-14","Ersan Ilyasova","Milwaukee Bucks","PF",26,26.9,55,1,856,0,0,"",0,0,0,1,0,0,0,0,0,428,1,1,0,"Early",0,0,0,1,0,0,7,14,0.142857142857143,0,1,0.214285714285714
2016-02-01,17.8166666666667,29.8833333333333,"2015-16","Evan Fournier","Orlando Magic","SF",23,32.5,79,1,1038,0,0,"",0,0,1,0,0,0,0,0,0,1078,1,0,0,"Mid",0,0,0,0,0,0,6,18,0,0,0,0
2022-01-15,33.0333333333333,37.1333333333333,"2021-22","Evan Mobley","Cleveland Cavaliers","PF",20,33.8,69,1,420,0,0,"",0,0,0,1,0,0,0,1,0,753.5,1,0,1,"Mid",0,0,0,0,0,0,5,12,0,0,0,0
2015-02-04,29.7833333333333,24.0166666666667,"2014-15","Evan Turner","Boston Celtics","SF",26,27.6,82,1,190,0,0,"",0,0,1,0,0,0,0,0,0,190,1,0,0,"Mid",0,0,0,0,0,0,8,18,0,0,0,0
2013-12-29,21.3333333333333,24.9233333333333,"2013-14","Francisco Garcia","Houston Rockets","SF",32,19.7,55,1,413,0,0,"",0,0,1,0,0,0,0,0,0,206.5,1,1,1,"Mid",0,0,0,0,0,0,5,14,0,0,0.333333333333333,0.0714285714285714
2016-02-06,19.5,23.0266666666667,"2015-16","Frank Kaminsky","Charlotte Hornets","PF",22,21.1,81,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,1,0,0,"Mid",0,0,0,0,0,0,5,16,0,0,0,0
2022-01-09,28.75,32.8633333333333,"2021-22","Franz Wagner","Orlando Magic","SF",20,30.7,79,1,964,0,0,"",0,0,1,0,0,0,0,1,0,964,0,0,0,"Mid",0,0,0,0,0,0,7,16,0,0,0,0
2020-02-08,33.0333333333333,34.1033333333333,"2019-20","Fred VanVleet","Toronto Raptors","PG",25,35.7,54,1,440,0,0,"",1,0,0,0,0,1,0,0,0,440,1,0,0,"Late",0,0,0,0,0,0,2,6,0,0,0,0
2023-02-25,26.7666666666667,36.44,"2022-23","Gabe Vincent","Miami Heat","PG",26,25.9,68,1,664,0,0,"",1,0,0,0,0,0,0,0,0,702,0,0,0,"Late",0,0,0,0,0,0,7,11,0,0,0,0
2016-01-16,33.5,32.4633333333333,"2015-16","Garrett Temple","Washington Wizards","SG",29,24.4,80,1,492,0,0,"",0,1,0,0,0,0,0,0,0,492,1,0,0,"Mid",0,0,0,1,0,0,5,19,0.142857142857143,0,0,0.0526315789473684
2022-02-17,31.1833333333333,26.8566666666667,"2021-22","Garrison Mathews","Houston Rockets","PF",25,26.3,65,1,366,0,0,"",0,0,0,1,0,0,0,1,0,433.5,1,0,0,"Late",0,0,0,0,0,0,5,9,0,0,0,0
2015-12-30,40.5833333333333,32.77,"2015-16","Gary Harris","Denver Nuggets","SG",21,32.1,76,1,986,0,0,"",0,1,0,0,0,0,0,0,0,743,1,1,0,"Mid",0,0,0,0,0,0,6,14,0,0,0,0
2021-03-19,27.4333333333333,32.9,"2020-21","Gary Trent Jr.","Toronto Raptors","SF",22,31.1,58,0,0,0,0,"",0,0,1,0,0,0,1,0,0,0,1,0,1,"Mid",0,0,0,0,0,0,7,12,0,0,0,0
2014-01-01,31.1,27.97,"2013-14","George Hill","Indiana Pacers","PG",27,32,76,1,440,0,0,"",1,0,0,0,0,0,0,0,0,220,0,0,0,"Mid",0,0,0,0,0,0,8,18,0,0,0,0
2014-01-11,33.3,30.51,"2013-14","Gerald Green","Phoenix Suns","SG",28,28.4,82,1,625,0,0,"",0,1,0,0,0,0,0,0,0,663.5,1,1,0,"Mid",0,0,0,0,0,0,7,18,0,0,0,0
2014-01-02,24.05,34.8,"2013-14","Gerald Henderson","Charlotte Hornets","SG",26,32,77,1,821,0,0,"",0,1,0,0,0,0,0,0,0,701.5,1,0,1,"Mid",0,0,0,0,0,0,9,20,0,0,0,0
2014-12-18,36.95,28.5533333333333,"2014-15","Giannis Antetokounmpo","Milwaukee Bucks","SF",20,31.4,81,1,486,0,0,"",0,0,1,0,0,0,0,0,0,743.5,1,0,0,"Early",0,0,0,0,0,0,9,21,0,0,0,0
2020-02-27,21.0833333333333,14.43,"2019-20","Glenn Robinson","Philadelphia 76ers","SG",26,28.8,62,1,358,0,0,"",0,1,0,0,0,1,0,0,0,358,1,0,0,"Late",0,0,0,0,0,0,1,7,0,0,0,0
2014-01-11,34.6666666666667,34.6966666666667,"2013-14","Goran Dragic","Phoenix Suns","PG",27,35.1,76,1,625,0,0,"",1,0,0,0,0,0,0,0,0,663.5,1,1,0,"Mid",0,0,0,0,0,0,7,17,0,0,0.4,0.117647058823529
2013-12-21,37.0833333333333,34.6,"2013-14","Gordon Hayward","Utah Jazz","SG",23,36.4,77,1,227,0,0,"",0,1,0,0,0,0,0,0,0,316.5,1,0,0,"Mid",0,0,0,0,0,0,6,20,0,0,0,0
2015-01-17,37.4333333333333,33.8633333333333,"2014-15","Gorgui Dieng","Minnesota Timberwolves","PF",25,30,73,1,587,0,0,"",0,0,0,1,0,0,0,0,0,1041,0,0,0,"Mid",0,0,0,0,0,0,6,16,0,0,0,0
2021-04-07,30.4833333333333,15.84,"2020-21","Grayson Allen","Memphis Grizzlies","SG",25,25.2,50,1,607,0,0,"",0,1,0,0,0,0,1,0,0,816.5,1,0,0,"Late",0,0,0,0,1,0,4,10,0,0.25,0,0.1
2013-12-28,23.5666666666667,32.89,"2013-14","Greg Monroe","Detroit Pistons","PF",23,32.8,82,1,762,0,0,"",0,0,0,1,0,0,0,0,0,829.5,0,0,0,"Mid",0,0,0,0,0,0,7,20,0,0,0,0
2015-01-31,35.9833333333333,27.06,"2014-15","Harrison Barnes","Golden State Warriors","SF",22,28.3,82,1,600,0,0,"",0,0,1,0,0,0,0,0,0,600,0,0,0,"Mid",0,0,0,0,0,0,5,19,0,0,0,0
2015-02-28,33.8333333333333,28.4666666666667,"2014-15","Hassan Whiteside","Miami Heat","C",25,23.8,48,1,663,0,0,"",0,0,0,0,1,0,0,0,0,595,1,0,0,"Mid",0,0,0,0,0,0,4,7,0,0,1,0.285714285714286
2015-01-14,23.9833333333333,18.7266666666667,"2014-15","Henry Sims","Philadelphia 76ers","PF",24,19.2,73,1,333,0,0,"",0,0,0,1,0,0,0,0,0,166.5,0,0,0,"Mid",0,0,0,0,0,0,9,18,0,0,0,0
2022-01-29,35.3166666666667,34.63,"2021-22","Herb Jones","New Orleans Pelicans","SG",23,29.9,78,0,0,0,0,"",0,1,0,0,0,0,0,1,0,540.5,0,0,0,"Mid",0,0,0,0,0,0,4,14,0,0,0.2,0.0714285714285714
2014-01-02,22.4333333333333,25.6166666666667,"2013-14","Hollis Thompson","Philadelphia 76ers","PF",22,22.6,77,1,892,0,0,"",0,0,0,1,0,0,0,0,0,867.5,0,0,0,"Mid",0,0,0,1,0,0,8,19,0.166666666666667,0,0,0.0526315789473684
2014-01-14,32.7333333333333,34.03,"2013-14","Iman Shumpert","New York Knicks","SG",23,26.5,74,1,533,0,0,"",0,1,0,0,0,0,0,0,0,305.5,1,0,0,"Mid",0,0,0,0,0,0,5,16,0,0,0,0
2020-03-04,27.9666666666667,17.9966666666667,"2019-20","Isaac Bonga","Washington Wizards","SG",20,18.9,66,1,486,0,0,"",0,1,0,0,0,1,0,0,0,281.5,1,0,0,"Late",0,0,0,0,0,0,4,9,0,0,0,0
2021-03-17,35.1166666666667,30.7366666666667,"2020-21","Isaac Okoro","Cleveland Cavaliers","SF",20,32.4,67,1,1089,0,0,"",0,0,1,0,0,0,1,0,0,848,1,0,0,"Mid",0,0,0,0,0,0,5,16,0,0,0,0
2016-01-10,0,20.7833333333333,"2015-16","Isaiah Canaan","Philadelphia 76ers","PG",24,25.5,77,0,0,0,0,"",1,0,0,0,0,0,0,0,1,0,1,0,0,"Mid",0,1,0,0,1,0,5,18,0,0.2,0,0.0555555555555556
