"Player","Season","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency","Early_Quantile","Mid_Quantile","Late_Quantile","Total_Quantile","Injury_Frequency","Games_Missed_Frequency"
"Luol Deng","2015-16",0,0,0.125,0.0588235294117647,"Q1","Q1","Q2","Q2",0.027027027027027,0.0853658536585366
"Malcolm Brogdon","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0266666666666667,0.0853658536585366
"Malcolm Brogdon","2017-18",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0833333333333333,0.414634146341463
"Malcolm Brogdon","2018-19",0,0.333333333333333,0.333333333333333,0.2,"Q1","Q3","Q3","Q3",0.046875,0.182926829268293
"Malcolm Brogdon","2019-20",0,1,0,0.2,"Q1","Q3","Q1","Q3",0.104166666666667,0.246153846153846
"Malcolm Brogdon","2020-21",0,0.4,0,0.166666666666667,"Q1","Q3","Q1","Q3",0.0357142857142857,0.180555555555556
"Malcolm Brogdon","2021-22",0,1,1,0.333333333333333,"Q1","Q3","Q3","Q3",0.166666666666667,0.402439024390244
"Malik Beasley","2019-20",0,0.2,0.25,0.181818181818182,"Q1","Q2","Q2","Q3",0.0181818181818182,0.0303030303030303
"Malik Beasley","2020-21",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.027027027027027,0.305555555555556
"Malik Monk","2021-22",0,0.333333333333333,0,0.0833333333333333,"Q1","Q3","Q1","Q2",0.0131578947368421,0.0609756097560976
"Marc Gasol","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0169491525423729,0.280487804878049
"Marc Gasol","2014-15",0,0,0.1,0.05,"Q1","Q1","Q2","Q2",0,0
"Marc Gasol","2016-17",0.285714285714286,0.166666666666667,0,0.1875,"Q3","Q2","Q1","Q3",0.0135135135135135,0.0609756097560976
"Marc Gasol","2017-18",0,0,1,0.266666666666667,"Q1","Q1","Q3","Q3",0.0684931506849315,0.0487804878048781
"Marc Gasol","2019-20",0,0,1,0.2,"Q1","Q1","Q3","Q3",0.0555555555555556,0.421875
"Marc Gasol","2020-21",0,0,0.5,0.142857142857143,"Q1","Q1","Q3","Q3",0.0384615384615385,0.152777777777778
"Marcin Gortat","2013-14",0,0,0.166666666666667,0.05,"Q1","Q1","Q2","Q2",0,0
"Marcin Gortat","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcin Gortat","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.04,0.0731707317073171
"Marcin Gortat","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcin Gortat","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Morris","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Morris","2015-16",0,0,0.111111111111111,0.05,"Q1","Q1","Q2","Q2",0,0
"Marcus Morris","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Morris","2017-18",1,0,0.25,0.428571428571429,"Q3","Q1","Q2","Q3",0,0
"Marcus Morris","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Morris","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Morris","2021-22",0.5,0.333333333333333,0.5,0.444444444444444,"Q3","Q3","Q3","Q3",0,0
"Marcus Smart","2014-15",0,0.125,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0298507462686567,0.146341463414634
"Marcus Smart","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marcus Smart","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.024390243902439
"Marcus Smart","2020-21",0.333333333333333,0,0.333333333333333,0.222222222222222,"Q3","Q1","Q3","Q3",0.0625,0.291666666666667
"Marcus Smart","2021-22",0,0,0.4,0.142857142857143,"Q1","Q1","Q3","Q3",0.0422535211267606,0.109756097560976
"Mario Chalmers","2013-14",0.25,0,0,0.0666666666666667,"Q2","Q1","Q1","Q2",0.0547945205479452,0.0853658536585366
"Mario Chalmers","2014-15",0,0,0.25,0.0588235294117647,"Q1","Q1","Q2","Q2",0.0125,0
"Mario Hezonja","2018-19",0,0,0.333333333333333,0.0833333333333333,"Q1","Q1","Q3","Q2",0.0344827586206897,0.170731707317073
"Markelle Fultz","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.015625,0.0153846153846154
"Markelle Fultz","2022-23",0,0,0.333333333333333,0.1,"Q1","Q1","Q3","Q2",0,0
"Markieff Morris","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Markieff Morris","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0789473684210526,0.0609756097560976
"Marquese Chriss","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marquese Chriss","2017-18",0,0.25,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0416666666666667,0.109756097560976
"Marquese Chriss","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0169491525423729,0.0163934426229508
"Marreese Speights","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Marvin Bagley III","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0697674418604651,0.388888888888889
"Marvin Williams","2013-14",0,0.142857142857143,0,0.0588235294117647,"Q1","Q2","Q1","Q2",0.0606060606060606,0.109756097560976
"Marvin Williams","2015-16",0,0,0.142857142857143,0.0625,"Q1","Q1","Q2","Q2",0,0
"Marvin Williams","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0131578947368421,0.0731707317073171
"Marvin Williams","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0128205128205128,0.0487804878048781
"Marvin Williams","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.04,0.0731707317073171
"Mason Plumlee","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mason Plumlee","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.027027027027027,0.0975609756097561
"Mason Plumlee","2020-21",0,0,0.666666666666667,0.166666666666667,"Q1","Q1","Q3","Q3",0.0357142857142857,0.0416666666666667
"Mason Plumlee","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0136986301369863,0.109756097560976
"Matt Barnes","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0317460317460317,0.231707317073171
"Matt Barnes","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0394736842105263,0.0731707317073171
"Matt Barnes","2015-16",0,0,0.142857142857143,0.0555555555555556,"Q1","Q1","Q2","Q2",0.0263157894736842,0.024390243902439
"Maurice Harkless","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Maurice Harkless","2015-16",0,0,0.142857142857143,0.0526315789473684,"Q1","Q1","Q2","Q2",0,0
"Maurice Harkless","2016-17",0.166666666666667,0,0,0.0666666666666667,"Q2","Q1","Q1","Q2",0,0
"Maurice Harkless","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Maurice Harkless","2018-19",-Inf,0.75,0.333333333333333,0.571428571428571,NA,"Q3","Q3","Q3",0,0
"Maurice Harkless","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Maurice Ndour","2016-17",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0,0
"Max Strus","2021-22",0,0,0.2,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0441176470588235,0.121951219512195
"Max Strus","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Maxi Kleber","2017-18",0,0,0.166666666666667,0.0833333333333333,"Q1","Q1","Q2","Q2",0,0
"Maxi Kleber","2020-21",0,0.5,0.25,0.3,"Q1","Q3","Q2","Q3",0,0
"Michael Carter-Williams","2013-14",0,0.111111111111111,0,0.0588235294117647,"Q1","Q2","Q1","Q2",0.0285714285714286,0.134146341463415
"Michael Carter-Williams","2014-15",0,0.125,0,0.0555555555555556,"Q1","Q2","Q1","Q2",0.0454545454545455,0.0975609756097561
"Michael Carter-Williams","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Michael Kidd-Gilchrist","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.032258064516129,0.24390243902439
"Michael Kidd-Gilchrist","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0727272727272727,0.317073170731707
"Michael Kidd-Gilchrist","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Michael Kidd-Gilchrist","2017-18",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0.027027027027027,0.0487804878048781
"Michael Porter Jr.","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0163934426229508,0.138888888888889
"Michael Porter Jr.","2022-23",0,0,0.333333333333333,0.111111111111111,"Q1","Q1","Q3","Q2",0.032258064516129,0.170731707317073
"Mikal Bridges","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mikal Bridges","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mikal Bridges","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mikal Bridges","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mikal Bridges","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mike Conley","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mike Conley","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mike Conley","2016-17",0,0,0.25,0.0833333333333333,"Q1","Q1","Q2","Q2",0,0
"Mike Conley","2018-19",0,0,0.5,0.111111111111111,"Q1","Q1","Q3","Q2",0,0
"Mike Conley","2020-21",0,1,0.666666666666667,0.444444444444444,"Q1","Q3","Q3","Q3",0,0
"Mike Conley","2021-22",0.333333333333333,0.666666666666667,1,0.625,"Q3","Q3","Q3","Q3",0,0
"Mike Conley","2022-23",0.2,0.25,0,0.153846153846154,"Q2","Q2","Q1","Q3",0,0
"Mike Dunleavy","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Mike Dunleavy","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Miles Bridges","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Miles Bridges","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Miles Plumlee","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Miles Plumlee","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Milos Teodosic","2017-18",-Inf,-Inf,0,0,NA,NA,"Q1","Q1",0,0
"Mitchell Robinson","2021-22",0.333333333333333,0.333333333333333,0.4,0.363636363636364,"Q3","Q3","Q3","Q3",0.0416666666666667,0.0609756097560976
"Mitchell Robinson","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0338983050847458,0.268292682926829
"Mohamed Bamba","2021-22",0.25,0,0,0.0769230769230769,"Q2","Q1","Q1","Q2",0,0
"Monta Ellis","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Monta Ellis","2014-15",0,0,0.2,0.0588235294117647,"Q1","Q1","Q2","Q2",0.0125,0.0121951219512195
"Monta Ellis","2015-16",0,0,0.142857142857143,0.0588235294117647,"Q1","Q1","Q2","Q2",0,0
"Monta Ellis","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0135135135135135,0.0975609756097561
"Monte Morris","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.04,0.0731707317073171
"Monte Morris","2022-23",0,0.2,0,0.0833333333333333,"Q1","Q2","Q1","Q2",0.0967741935483871,0.207317073170732
"Myles Turner","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0166666666666667,0.25609756097561
"Myles Turner","2016-17",0.166666666666667,0,0,0.0588235294117647,"Q2","Q1","Q1","Q2",0,0
"Myles Turner","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0461538461538462,0.207317073170732
"Myles Turner","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0405405405405405,0.0609756097560976
"Myles Turner","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0363636363636364,0.153846153846154
"Myles Turner","2020-21",0,0.166666666666667,-Inf,0.1,"Q1","Q2",NA,"Q2",0.0638297872340425,0.319444444444444
"Myles Turner","2021-22",0.2,0,-Inf,0.142857142857143,"Q2","Q1",NA,"Q3",0.0238095238095238,0.463414634146341
"Myles Turner","2022-23",0.4,0,0,0.181818181818182,"Q3","Q1","Q1","Q3",0.0483870967741935,0.146341463414634
"Nemanja Bjelica","2018-19",0,0.25,0.25,0.142857142857143,"Q1","Q2","Q2","Q3",0,0
"Nemanja Bjelica","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nene Hilario","2013-14",0,0,0.5,0.0714285714285714,"Q1","Q1","Q3","Q2",0,0
"Nene Hilario","2014-15",0.25,0.142857142857143,0,0.133333333333333,"Q2","Q2","Q1","Q3",0,0
"Nene Hilario","2017-18",-Inf,0.333333333333333,1,0.6,NA,"Q3","Q3","Q3",0,0
"Nerlens Noel","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0533333333333333,0.0731707317073171
"Nerlens Noel","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0895522388059701,0.182926829268293
"Nerlens Noel","2016-17",-Inf,0.142857142857143,0,0.111111111111111,NA,"Q2","Q1","Q2",0.0588235294117647,0.0609756097560976
"Nerlens Noel","2020-21",0.2,0,0.2,0.153846153846154,"Q2","Q1","Q2","Q3",0.0625,0.0833333333333333
"Nickeil Alexander-Walker","2022-23",0.25,0,0,0.0909090909090909,"Q2","Q1","Q1","Q2",0,0
"Nicolas Batum","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nicolas Batum","2014-15",0,0.285714285714286,0,0.117647058823529,"Q1","Q3","Q1","Q2",0.0704225352112676,0.0975609756097561
"Nicolas Batum","2016-17",0.2,0,0,0.0625,"Q2","Q1","Q1","Q2",0.025974025974026,0.0487804878048781
"Nicolas Batum","2017-18",0.333333333333333,0,0,0.0833333333333333,"Q3","Q1","Q1","Q2",0.03125,0.0609756097560976
"Nicolas Batum","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0266666666666667,0.0609756097560976
"Nicolas Batum","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0298507462686567,0.0416666666666667
"Nicolas Batum","2021-22",0.5,0.333333333333333,0.4,0.4,"Q3","Q3","Q3","Q3",0.0677966101694915,0.219512195121951
"Nicolas Batum","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0128205128205128,0.024390243902439
"Nicolas Claxton","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nikola Jokic","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"Nikola Jokic","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0547945205479452,0.109756097560976
"Nikola Jokic","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nikola Jokic","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nikola Jokic","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Nikola Jokic","2021-22",0,0.25,0,0.0833333333333333,"Q1","Q2","Q1","Q2",0.0405405405405405,0.0609756097560976
"Nikola Jokic","2022-23",0,0.333333333333333,0,0.2,"Q1","Q3","Q1","Q3",0.0579710144927536,0.109756097560976
"Nikola Mirotic","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0151515151515152,0.195121951219512
"Nikola Mirotic","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0428571428571429,0.121951219512195
"Nikola Pekovic","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0555555555555556,0.329268292682927
"Nikola Pekovic","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0967741935483871,0.609756097560976
"Nikola Vucevic","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0701754385964912,0.292682926829268
"Nikola Vucevic","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.027027027027027,0.0975609756097561
"Nikola Vucevic","2015-16",0,0,0.25,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0307692307692308,0.195121951219512
"Nikola Vucevic","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0266666666666667,0.0853658536585366
"Nikola Vucevic","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0350877192982456,0.304878048780488
"Nikola Vucevic","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.0121951219512195
"Nikola Vucevic","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0185185185185185,0.169230769230769
"Nikola Vucevic","2020-21",0,0,0.166666666666667,0.0666666666666667,"Q1","Q1","Q2","Q2",0.0142857142857143,0.0273972602739726
"Nikola Vucevic","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0273972602739726,0.0975609756097561
"Nikola Vucevic","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Noah Vonleh","2016-17",0,0.25,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0,0
"Noah Vonleh","2018-19",0,0,0.25,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0147058823529412,0.146341463414634
"Norman Powell","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Norman Powell","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0289855072463768,0.0410958904109589
"Norman Powell","2021-22",0,0,1,0.111111111111111,"Q1","Q1","Q3","Q2",0.0888888888888889,0.425
"Norman Powell","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0333333333333333,0.25609756097561
"O.J. Mayo","2013-14",0,0,0.5,0.0625,"Q1","Q1","Q3","Q2",0.0769230769230769,0.268292682926829
"OG Anunoby","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"OG Anunoby","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"OG Anunoby","2020-21",0,0.5,0.25,0.3,"Q1","Q3","Q2","Q3",0,0
"OG Anunoby","2021-22",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0,0
"OG Anunoby","2022-23",0,0.333333333333333,0,0.1,"Q1","Q3","Q1","Q2",0,0
"Ochai Agbaji","2022-23",0.5,0,0,0.111111111111111,"Q3","Q1","Q1","Q2",0,0
"Omer Asik","2013-14",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0416666666666667,0.402439024390244
"Omer Asik","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0263157894736842,0.0731707317073171
"Omer Asik","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0441176470588235,0.121951219512195
"Otto Porter","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Otto Porter","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Otto Porter","2017-18",0,0.2,0.142857142857143,0.133333333333333,"Q1","Q2","Q2","Q3",0,0
"Otto Porter","2021-22",1,0.666666666666667,1,0.9,"Q3","Q3","Q3","Q3",0,0
"P.J. Tucker","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"P.J. Tucker","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0128205128205128,0.0121951219512195
"P.J. Tucker","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0121951219512195,0
"P.J. Tucker","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"P.J. Tucker","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"P.J. Tucker","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"P.J. Tucker","2021-22",0,0.333333333333333,0.4,0.230769230769231,"Q1","Q3","Q3","Q3",0.028169014084507,0.0853658536585366
"P.J. Tucker","2022-23",0,0.5,0.25,0.181818181818182,"Q1","Q3","Q2","Q3",0.0266666666666667,0.0365853658536585
"P.J. Washington","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0344827586206897,0.107692307692308
"P.J. Washington","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.078125,0.111111111111111
"P.J. Washington","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0410958904109589,0.0975609756097561
"Paolo Banchero","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0277777777777778,0.109756097560976
"Pascal Siakam","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"Pascal Siakam","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0188679245283019,0.171875
"Pascal Siakam","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0714285714285714,0.180555555555556
"Pascal Siakam","2021-22",0.5,0,0,0.0666666666666667,"Q3","Q1","Q1","Q2",0.0147058823529412,0.024390243902439
"Pascal Siakam","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0140845070422535,0.121951219512195
"Patrick Beverley","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0892857142857143,0.304878048780488
"Patrick Beverley","2016-17",0,0.125,0.333333333333333,0.153846153846154,"Q1","Q2","Q3","Q3",0.0149253731343284,0.024390243902439
"Patrick Beverley","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0487804878048781
"Patrick Beverley","2019-20",0,0.5,-Inf,0.2,"Q1","Q3",NA,"Q3",0.104166666666667,0.234375
"Patrick Beverley","2021-22",0,0,0.5,0.3,"Q1","Q1","Q3","Q3",0.120689655172414,0.24390243902439
"Patrick Beverley","2022-23",1,0.4,0,0.3,"Q3","Q3","Q1","Q3",0.0298507462686567,0.0506329113924051
"Patrick Williams","2020-21",0.166666666666667,0,0,0.0588235294117647,"Q2","Q1","Q1","Q2",0,0
"Patrick Williams","2021-22",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0588235294117647,0.792682926829268
"Patrick Williams","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Patty Mills","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Patty Mills","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Pau Gasol","2013-14",0.142857142857143,0,0,0.0666666666666667,"Q2","Q1","Q1","Q2",0.0666666666666667,0.24390243902439
"Pau Gasol","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0487804878048781
"Pau Gasol","2015-16",0.333333333333333,0.285714285714286,0.166666666666667,0.25,"Q3","Q3","Q2","Q3",0.0277777777777778,0.0609756097560976
"Pau Gasol","2016-17",0.142857142857143,1,0.2,0.230769230769231,"Q2","Q3","Q2","Q3",0.015625,0.182926829268293
"Pau Gasol","2017-18",0.166666666666667,0.4,0,0.214285714285714,"Q2","Q3","Q1","Q3",0.025974025974026,0.024390243902439
"Paul George","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"Paul George","2015-16",0,0,0.142857142857143,0.0588235294117647,"Q1","Q1","Q2","Q2",0.0123456790123457,0
"Paul George","2016-17",0.2,0,0,0.0625,"Q2","Q1","Q1","Q2",0.0266666666666667,0.0731707317073171
"Paul George","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0253164556962025,0.0365853658536585
"Paul George","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Paul George","2019-20",0,0.25,0,0.166666666666667,"Q1","Q2","Q1","Q3",0.0238095238095238,0.140625
"Paul George","2020-21",0.333333333333333,0,1,0.444444444444444,"Q3","Q1","Q3","Q3",0.0740740740740741,0.166666666666667
"Paul Millsap","2013-14",0.166666666666667,0,0,0.0526315789473684,"Q2","Q1","Q1","Q2",0.027027027027027,0.0731707317073171
"Paul Millsap","2014-15",0,0.142857142857143,0.6,0.210526315789474,"Q1","Q2","Q3","Q3",0.0136986301369863,0.0609756097560976
"Paul Millsap","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0246913580246914,0.0121951219512195
"Paul Millsap","2016-17",0,0,0.4,0.133333333333333,"Q1","Q1","Q3","Q3",0.0289855072463768,0.134146341463415
"Paul Millsap","2017-18",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0263157894736842,0.536585365853659
"Paul Millsap","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0285714285714286,0.134146341463415
"Paul Millsap","2019-20",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0909090909090909,0.323076923076923
"Paul Pierce","2013-14",0.25,0,0.285714285714286,0.157894736842105,"Q2","Q1","Q3","Q3",0.0133333333333333,0.0487804878048781
"Paul Pierce","2014-15",0,0.142857142857143,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0684931506849315,0.0853658536585366
"Pero Antic","2013-14",0,0,0.5,0.333333333333333,"Q1","Q1","Q3","Q3",0.0408163265306122,0.219512195121951
"Quentin Grimes","2022-23",0,0.5,0,0.1,"Q1","Q3","Q1","Q2",0,0
"Quincy Pondexter","2014-15",0,0.166666666666667,0,0.0588235294117647,"Q1","Q2","Q1","Q2",0.0266666666666667,0.0481927710843374
"Quinn Cook","2017-18",-Inf,-Inf,0,0,NA,NA,"Q1","Q1",0.151515151515152,0.548780487804878
"R.J. Barrett","2019-20",0.333333333333333,0,0,0.111111111111111,"Q3","Q1","Q1","Q2",0,0
"R.J. Barrett","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"R.J. Barrett","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"R.J. Barrett","2022-23",0,0,0.2,0.0833333333333333,"Q1","Q1","Q2","Q2",0,0
"Rajon Rondo","2013-14",-Inf,1,1,1,NA,"Q3","Q3","Q3",0.0666666666666667,0.0365853658536585
"Rajon Rondo","2014-15",0.25,0.25,0.2,0.230769230769231,"Q2","Q2","Q2","Q3",0.0441176470588235,0.0897435897435897
"Rajon Rondo","2015-16",0,0.142857142857143,0.5,0.210526315789474,"Q1","Q2","Q3","Q3",0.0277777777777778,0.0487804878048781
"Randy Foye","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Randy Foye","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Raulzinho Neto","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ray McCallum","2013-14",1,0.333333333333333,0,0.181818181818182,"Q3","Q3","Q1","Q3",0,0
"Raymond Felton","2013-14",0,0,0.142857142857143,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0461538461538462,0.195121951219512
"Raymond Felton","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.024390243902439
"Reggie Bullock","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Bullock","2019-20",-Inf,0,0.25,0.2,NA,"Q1","Q2","Q3",0,0
"Reggie Bullock","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Bullock","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Bullock","2022-23",0.166666666666667,0,0.25,0.153846153846154,"Q2","Q1","Q2","Q3",0,0
"Reggie Jackson","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Jackson","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Jackson","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Reggie Jackson","2020-21",0,0,0.4,0.153846153846154,"Q1","Q1","Q3","Q3",0,0
"Reggie Jackson","2021-22",0,0,0.5,0.166666666666667,"Q1","Q1","Q3","Q3",0,0
