"Player","Season","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency","Early_Quantile","Mid_Quantile","Late_Quantile","Total_Quantile","Injury_Frequency","Games_Missed_Frequency"
"Danny Green","2016-17",0.2,0,0,0.0909090909090909,"Q2","Q1","Q1","Q2",0.0294117647058824,0.0731707317073171
"Danny Green","2017-18",0.333333333333333,0,0,0.2,"Q3","Q1","Q1","Q3",0.0428571428571429,0.109756097560976
"Danny Green","2018-19",0,0.2,0,0.0833333333333333,"Q1","Q2","Q1","Q2",0,0
"Danny Green","2020-21",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0289855072463768,0.0138888888888889
"Dante Cunningham","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"Dante Cunningham","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0454545454545455,0.182926829268293
"Dante Exum","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Danuel House","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dario Saric","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0
"Dario Saric","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0487804878048781
"Dario Saric","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0172413793103448,0.107692307692308
"Darius Bazley","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0181818181818182,0.222222222222222
"Darius Bazley","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0289855072463768,0.146341463414634
"Darius Garland","2019-20",0,0,0.333333333333333,0.0909090909090909,"Q1","Q1","Q3","Q2",0.0169491525423729,0.0769230769230769
"Darius Garland","2020-21",0,0,0.333333333333333,0.0833333333333333,"Q1","Q1","Q3","Q2",0.0555555555555556,0.208333333333333
"Darius Garland","2021-22",0,0,0.2,0.0833333333333333,"Q1","Q1","Q2","Q2",0.0441176470588235,0.121951219512195
"Darius Garland","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0579710144927536,0.0975609756097561
"Darius Miller","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Darren Collison","2014-15",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0666666666666667,0.432098765432099
"Darren Collison","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0434782608695652,0.158536585365854
"Darren Collison","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0263157894736842,0.0731707317073171
"David Lee","2013-14",0,0.25,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0.0579710144927536,0.134146341463415
"David West","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"David West","2014-15",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"De'Aaron Fox","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0410958904109589,0.0975609756097561
"De'Aaron Fox","2018-19",0,0.25,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0,0
"De'Aaron Fox","2019-20",0,0.333333333333333,0.25,0.25,"Q1","Q3","Q2","Q3",0.0222222222222222,0.265625
"De'Aaron Fox","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0344827586206897,0.180555555555556
"De'Aaron Fox","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0508474576271186,0.268292682926829
"De'Aaron Fox","2022-23",0,0,0.142857142857143,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0684931506849315,0.0731707317073171
"De'Andre Hunter","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0476190476190476,0.0597014925373134
"De'Andre Hunter","2021-22",0.333333333333333,0,0,0.0833333333333333,"Q3","Q1","Q1","Q2",0.0566037735849057,0.341463414634146
"De'Andre Hunter","2022-23",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0746268656716418,0.170731707317073
"De'Anthony Melton","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.08,0.304878048780488
"DeAndre Jordan","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"DeAndre Jordan","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"DeAndre Jordan","2015-16",0,0,0.285714285714286,0.1,"Q1","Q1","Q3","Q2",0.025974025974026,0.0365853658536585
"DeAndre Jordan","2016-17",0,0,0.142857142857143,0.0555555555555556,"Q1","Q1","Q2","Q2",0,0
"DeAndre Jordan","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0175438596491228,0.0138888888888889
"DeAndre Jordan","2021-22",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0208333333333333,0.0246913580246914
"DeMar DeRozan","2013-14",0,0,0.166666666666667,0.0555555555555556,"Q1","Q1","Q2","Q2",0.0126582278481013,0.024390243902439
"DeMar DeRozan","2014-15",0,0,0.125,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0166666666666667,0.25609756097561
"DeMar DeRozan","2015-16",0,0,0.571428571428571,0.235294117647059,"Q1","Q1","Q3","Q3",0,0
"DeMar DeRozan","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0405405405405405,0.0853658536585366
"DeMar DeRozan","2017-18",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0,0
"DeMar DeRozan","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.025974025974026,0.0487804878048781
"DeMar DeRozan","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0163934426229508,0.0317460317460317
"DeMar DeRozan","2020-21",0,0,0.4,0.166666666666667,"Q1","Q1","Q3","Q3",0.0327868852459016,0.0833333333333333
"DeMar DeRozan","2021-22",0,0.125,0,0.0588235294117647,"Q1","Q2","Q1","Q2",0.0263157894736842,0.0487804878048781
"DeMar DeRozan","2022-23",0,0.2,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0.0540540540540541,0.0853658536585366
"DeMarcus Cousins","2013-14",0,0,0.166666666666667,0.0625,"Q1","Q1","Q2","Q2",0.0422535211267606,0.0975609756097561
"DeMarcus Cousins","2014-15",0,0.25,0,0.142857142857143,"Q1","Q2","Q1","Q3",0.0847457627118644,0.24390243902439
"DeMarcus Cousins","2015-16",0.333333333333333,0,0.2,0.133333333333333,"Q3","Q1","Q2","Q3",0.107692307692308,0.158536585365854
"DeMarcus Cousins","2018-19",-Inf,-Inf,1,1,NA,NA,"Q3","Q3",0.0666666666666667,0.024390243902439
"DeMarre Carroll","2013-14",0,0.25,0,0.0555555555555556,"Q1","Q2","Q1","Q2",0.0547945205479452,0.0853658536585366
"DeMarre Carroll","2014-15",0,0.166666666666667,0.714285714285714,0.315789473684211,"Q1","Q2","Q3","Q3",0.0285714285714286,0.0731707317073171
"DeMarre Carroll","2015-16",0,-Inf,1,0.333333333333333,"Q1",NA,"Q3","Q3",0.115384615384615,0.658536585365854
"DeMarre Carroll","2017-18",0.25,0.142857142857143,0,0.133333333333333,"Q2","Q2","Q1","Q3",0.0410958904109589,0.0731707317073171
"Deandre Ayton","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.028169014084507,0.134146341463415
"Deandre Ayton","2019-20",-Inf,-Inf,0,0,NA,NA,"Q1","Q1",0.1,0.153846153846154
"Deandre Ayton","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0144927536231884,0.0277777777777778
"Deandre Ayton","2021-22",0,0,0.166666666666667,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0862068965517241,0.25609756097561
"Deandre Ayton","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0597014925373134,0.134146341463415
"Dejounte Murray","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Dejounte Murray","2019-20",1,0,0,0.375,"Q3","Q1","Q1","Q3",0.0344827586206897,0.0317460317460317
"Dejounte Murray","2020-21",0,0.166666666666667,0.428571428571429,0.25,"Q1","Q2","Q3","Q3",0.0149253731343284,0.0138888888888889
"Dejounte Murray","2021-22",0,0.2,0.666666666666667,0.272727272727273,"Q1","Q2","Q3","Q3",0.0441176470588235,0.134146341463415
"Dejounte Murray","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0405405405405405,0.0853658536585366
"Deni Avdija","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0185185185185185,0.180555555555556
"Dennis Schroder","2016-17",0,0,0.333333333333333,0.117647058823529,"Q1","Q1","Q3","Q2",0,0
"Dennis Schroder","2017-18",0,0,0.5,0.1,"Q1","Q1","Q3","Q2",0,0
"Dennis Schroder","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dennis Schroder","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dennis Smith","2017-18",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0,0
"Denzel Valentine","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.012987012987013,0.0487804878048781
"Deron Williams","2013-14",0,0,0.142857142857143,0.0625,"Q1","Q1","Q2","Q2",0.0625,0.207317073170732
"Deron Williams","2014-15",0,0.2,0,0.0625,"Q1","Q2","Q1","Q2",0.0294117647058824,0.158536585365854
"Deron Williams","2015-16",0.166666666666667,0.285714285714286,0,0.2,"Q2","Q3","Q1","Q3",0.0615384615384615,0.170731707317073
"Derrick Favors","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0547945205479452,0.109756097560976
"Derrick Favors","2014-15",0,0.142857142857143,0,0.0625,"Q1","Q2","Q1","Q2",0.0540540540540541,0.0853658536585366
"Derrick Favors","2015-16",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0645161290322581,0.219512195121951
"Derrick Favors","2018-19",0.25,0,0.2,0.142857142857143,"Q2","Q1","Q2","Q3",0.0131578947368421,0.0487804878048781
"Derrick Favors","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0888888888888889,0.296875
"Derrick Jones","2020-21",0,0,0.666666666666667,0.166666666666667,"Q1","Q1","Q3","Q3",0,0
"Derrick Rose","2014-15",0,0.142857142857143,0,0.0833333333333333,"Q1","Q2","Q1","Q2",0.0980392156862745,0.365853658536585
"Derrick Rose","2015-16",0,0.142857142857143,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0.106060606060606,0.170731707317073
"Derrick White","2018-19",0,0,0.333333333333333,0.0909090909090909,"Q1","Q1","Q3","Q2",0.0149253731343284,0.0609756097560976
"Derrick White","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Desmond Bane","2021-22",0,0,0.25,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0394736842105263,0.0609756097560976
"Desmond Bane","2022-23",0,0.4,0.25,0.272727272727273,"Q1","Q3","Q2","Q3",0.0517241379310345,0.24390243902439
"Devin Booker","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0131578947368421,0.024390243902439
"Devin Booker","2016-17",0.2,0,0,0.0714285714285714,"Q2","Q1","Q1","Q2",0.0384615384615385,0.0246913580246914
"Devin Booker","2017-18",0,0.5,0,0.0909090909090909,"Q1","Q3","Q1","Q2",0.0925925925925926,0.329268292682927
"Devin Booker","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.09375,0.219512195121951
"Devin Booker","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0161290322580645,0.0461538461538462
"Devin Booker","2020-21",0,0,0.166666666666667,0.0666666666666667,"Q1","Q1","Q2","Q2",0.0149253731343284,0.0555555555555556
"Devin Booker","2021-22",0,0,0.2,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0294117647058824,0.134146341463415
"Devin Booker","2022-23",0,-Inf,0.333333333333333,0.166666666666667,"Q1",NA,"Q3","Q3",0.0566037735849057,0.317073170731707
"Devin Vassell","2021-22",0,0,0.25,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0704225352112676,0.121951219512195
"Devin Vassell","2022-23",0,0,1,0.25,"Q1","Q1","Q3","Q3",0.131578947368421,0.402439024390244
"Devonte' Graham","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0158730158730159,0.0153846153846154
"Devonte' Graham","2020-21",0,0,0.2,0.0769230769230769,"Q1","Q1","Q2","Q2",0.0727272727272727,0.222222222222222
"Dewayne Dedmon","2017-18",0,0,0.25,0.1,"Q1","Q1","Q2","Q2",0.0161290322580645,0.231707317073171
"Dewayne Dedmon","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.078125,0.170731707317073
"Dewayne Dedmon","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0454545454545455,0.0769230769230769
"Dillon Brooks","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dillon Brooks","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dillon Brooks","2020-21",0,0,0.125,0.0666666666666667,"Q1","Q1","Q2","Q2",0.0298507462686567,0.0555555555555556
"Dillon Brooks","2021-22",1,0,1,0.75,"Q3","Q1","Q3","Q3",0.15625,0.439024390243902
"Dillon Brooks","2022-23",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0273972602739726,0.0121951219512195
"Dirk Nowitzki","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.024390243902439
"Dirk Nowitzki","2014-15",0.333333333333333,0.333333333333333,0.2,0.294117647058824,"Q3","Q3","Q2","Q3",0,0
"Dirk Nowitzki","2015-16",0.166666666666667,0.5,0,0.294117647058824,"Q2","Q3","Q1","Q3",0.0266666666666667,0.024390243902439
"Dirk Nowitzki","2016-17",-Inf,0.333333333333333,0.333333333333333,0.333333333333333,NA,"Q3","Q3","Q3",0.0740740740740741,0.296296296296296
"Dirk Nowitzki","2018-19",-Inf,0.75,0,0.333333333333333,NA,"Q3","Q1","Q3",0.0196078431372549,0.0121951219512195
"Domantas Sabonis","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.032258064516129,0.0461538461538462
"Domantas Sabonis","2020-21",0,0,0.25,0.0769230769230769,"Q1","Q1","Q2","Q2",0.032258064516129,0.125
"Domantas Sabonis","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0806451612903226,0.219512195121951
"Domantas Sabonis","2022-23",0,0.25,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0253164556962025,0.024390243902439
"Donald Sloan","2015-16",-Inf,0,0,0,NA,"Q1","Q1","Q1",0.0163934426229508,0.0121951219512195
"Donatas Motiejunas","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0140845070422535,0.121951219512195
"Donovan Mitchell","2017-18",0,0.25,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0126582278481013,0.024390243902439
"Donovan Mitchell","2018-19",0.333333333333333,0,0.2,0.153846153846154,"Q3","Q1","Q2","Q3",0.025974025974026,0.0365853658536585
"Donovan Mitchell","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.0317460317460317,0.015625
"Donovan Mitchell","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0566037735849057,0.25
"Donovan Mitchell","2021-22",0,0.25,0.25,0.166666666666667,"Q1","Q2","Q2","Q3",0.0746268656716418,0.146341463414634
"Donovan Mitchell","2022-23",0,0,0.25,0.111111111111111,"Q1","Q1","Q2","Q2",0.102941176470588,0.134146341463415
"Donte DiVincenzo","2020-21",0,0.5,0.333333333333333,0.25,"Q1","Q3","Q3","Q3",0.0303030303030303,0.0277777777777778
"Dorian Finney-Smith","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dorian Finney-Smith","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Dorian Finney-Smith","2019-20",0,0,0.166666666666667,0.0833333333333333,"Q1","Q1","Q2","Q2",0.015625,0.0298507462686567
"Dorian Finney-Smith","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.05,0.166666666666667
"Dorian Finney-Smith","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.024390243902439
"Dorian Finney-Smith","2022-23",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0151515151515152,0.166666666666667
"Doug McDermott","2021-22",0,0.4,0.333333333333333,0.272727272727273,"Q1","Q3","Q3","Q3",0.0784313725490196,0.329268292682927
"Dragan Bender","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Draymond Green","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Draymond Green","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0126582278481013,0.0365853658536585
"Draymond Green","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Draymond Green","2016-17",0.166666666666667,0.4,0.333333333333333,0.294117647058824,"Q2","Q3","Q3","Q3",0,0
"Draymond Green","2017-18",0.2,0,0,0.0714285714285714,"Q2","Q1","Q1","Q2",0.0857142857142857,0.134146341463415
"Draymond Green","2018-19",0.333333333333333,0,0.166666666666667,0.181818181818182,"Q3","Q1","Q2","Q3",0.0454545454545455,0.170731707317073
"Draymond Green","2019-20",0,0.5,-Inf,0.333333333333333,"Q1","Q3",NA,"Q3",0.186046511627907,0.323076923076923
"Draymond Green","2020-21",0,0.285714285714286,0.2,0.2,"Q1","Q3","Q2","Q3",0.0317460317460317,0.0277777777777778
"Draymond Green","2021-22",0.333333333333333,0.666666666666667,0.5,0.5,"Q3","Q3","Q3","Q3",0.0434782608695652,0.378048780487805
"Draymond Green","2022-23",0.4,0.333333333333333,0,0.307692307692308,"Q3","Q3","Q1","Q3",0.0273972602739726,0.0365853658536585
"Drew Eubanks","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.024390243902439
"Duncan Robinson","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Duncan Robinson","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dwayne Bacon","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dwight Howard","2014-15",0,0,1,0.111111111111111,"Q1","Q1","Q3","Q2",0.0975609756097561,0.48780487804878
"Dwight Howard","2015-16",0.625,0,0,0.263157894736842,"Q3","Q1","Q1","Q3",0.028169014084507,0.0487804878048781
"Dwight Howard","2016-17",0.142857142857143,0.25,0.428571428571429,0.277777777777778,"Q2","Q2","Q3","Q3",0.0135135135135135,0.0365853658536585
"Dwight Howard","2017-18",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Dwight Powell","2017-18",0,0,0.333333333333333,0.133333333333333,"Q1","Q1","Q3","Q3",0,0
"Dwight Powell","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.012987012987013,0.0365853658536585
"Dwight Powell","2019-20",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.025,0.343283582089552
"Dwight Powell","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Dwight Powell","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0131578947368421,0.024390243902439
"Dwyane Wade","2013-14",0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"Q3","Q3","Q3","Q3",0.12962962962963,0.268292682926829
"Dwyane Wade","2014-15",0,0,0.5,0.153846153846154,"Q1","Q1","Q3","Q3",0.0806451612903226,0.207317073170732
"Dwyane Wade","2015-16",0,0.142857142857143,0.166666666666667,0.133333333333333,"Q1","Q2","Q2","Q3",0.0405405405405405,0.0487804878048781
"Dwyane Wade","2016-17",0.333333333333333,0.333333333333333,0,0.285714285714286,"Q3","Q3","Q1","Q3",0.0833333333333333,0.219512195121951
"E'Twaun Moore","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"E'Twaun Moore","2018-19",0.2,0.5,1,0.444444444444444,"Q2","Q3","Q3","Q3",0.0754716981132075,0.304878048780488
"Elfrid Payton","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Elfrid Payton","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0273972602739726,0.109756097560976
"Elfrid Payton","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Elfrid Payton","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0714285714285714,0.48780487804878
"Elfrid Payton","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0317460317460317,0.125
"Emeka Okafor","2017-18",0.5,0,0.5,0.333333333333333,"Q3","Q1","Q3","Q3",0.0384615384615385,0.032258064516129
"Emmanuel Mudiay","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0147058823529412,0.170731707317073
"Emmanuel Mudiay","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0338983050847458,0.182926829268293
"Enes Kanter","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Eric Bledsoe","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Eric Bledsoe","2018-19",0,0,0.2,0.0833333333333333,"Q1","Q1","Q2","Q2",0.0128205128205128,0.0121951219512195
"Eric Bledsoe","2019-20",0,0,0.333333333333333,0.142857142857143,"Q1","Q1","Q3","Q3",0.0178571428571429,0.123076923076923
"Eric Bledsoe","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0140845070422535,0.0138888888888889
"Eric Gordon","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.046875,0.207317073170732
"Eric Gordon","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0163934426229508,0.25609756097561
"Eric Gordon","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0444444444444444,0.439024390243902
"Eric Gordon","2017-18",0.333333333333333,0.25,0.2,0.25,"Q3","Q2","Q2","Q3",0.072463768115942,0.121951219512195
"Eric Gordon","2018-19",0,0,0.5,0.2,"Q1","Q1","Q3","Q3",0.0441176470588235,0.146341463414634
"Eric Gordon","2021-22",1,0.6,1,0.818181818181818,"Q3","Q3","Q3","Q3",0.0701754385964912,0.182926829268293
"Eric Gordon","2022-23",1,0.5,0.4,0.583333333333333,"Q3","Q3","Q3","Q3",0.0144927536231884,0.0126582278481013
"Eric Paschall","2019-20",0.25,0,0,0.166666666666667,"Q2","Q1","Q1","Q3",0.0333333333333333,0.0615384615384615
"Ersan Ilyasova","2013-14",0.142857142857143,0,1,0.214285714285714,"Q2","Q1","Q3","Q3",0.0727272727272727,0.268292682926829
"Ersan Ilyasova","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0517241379310345,0.280487804878049
"Evan Fournier","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0126582278481013,0.0365853658536585
"Evan Fournier","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0441176470588235,0.160493827160494
"Evan Fournier","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0350877192982456,0.292682926829268
"Evan Fournier","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Evan Fournier","2019-20",0,0.25,0,0.1,"Q1","Q2","Q1","Q2",0.0163934426229508,0.0461538461538462
"Evan Fournier","2021-22",0,0.333333333333333,0,0.0833333333333333,"Q1","Q3","Q1","Q2",0.0125,0.0121951219512195
"Evan Mobley","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0434782608695652,0.158536585365854
"Evan Mobley","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Evan Turner","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Evan Turner","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Evan Turner","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0307692307692308,0.207317073170732
"Evan Turner","2017-18",0,0.166666666666667,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0253164556962025,0.024390243902439
"Francisco Garcia","2013-14",0,0,0.333333333333333,0.0714285714285714,"Q1","Q1","Q3","Q2",0.0727272727272727,0.182926829268293
"Frank Kaminsky","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Frank Ntilikina","2019-20",0.5,0,0,0.142857142857143,"Q3","Q1","Q1","Q3",0.0526315789473684,0.106060606060606
"Franz Wagner","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0253164556962025,0.024390243902439
"Franz Wagner","2022-23",0,0,0.333333333333333,0.0833333333333333,"Q1","Q1","Q3","Q2",0,0
"Fred VanVleet","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0833333333333333,0.25
"Fred VanVleet","2020-21",0,0,0.5,0.1,"Q1","Q1","Q3","Q2",0.0961538461538462,0.25
"Fred VanVleet","2021-22",0,0.166666666666667,0.666666666666667,0.230769230769231,"Q1","Q2","Q3","Q3",0.0923076923076923,0.158536585365854
"Fred VanVleet","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.072463768115942,0.0975609756097561
"Gabe Vincent","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0441176470588235,0.170731707317073
"Garrett Temple","2015-16",0.142857142857143,0,0,0.0526315789473684,"Q2","Q1","Q1","Q2",0,0
"Garrett Temple","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0727272727272727,0.140625
"Garrison Mathews","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0153846153846154,0.0487804878048781
"Gary Harris","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0131578947368421,0.0731707317073171
"Gary Harris","2016-17",0,0,0.2,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0526315789473684,0.24390243902439
"Gary Harris","2017-18",0,0.142857142857143,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0.0447761194029851,0.170731707317073
"Gary Harris","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0701754385964912,0.304878048780488
"Gary Harris","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0535714285714286,0.138461538461538
"Gary Harris","2020-21",0,-Inf,0.25,0.142857142857143,"Q1",NA,"Q2","Q3",0.0769230769230769,0.444444444444444
"Gary Harris","2022-23",0.5,0,0,0.111111111111111,"Q3","Q1","Q1","Q2",0.0833333333333333,0.195121951219512
"Gary Payton II","2022-23",-Inf,0,-Inf,0,NA,"Q1",NA,"Q1",0.0909090909090909,0.0487804878048781
"Gary Trent Jr.","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0517241379310345,0.138888888888889
"Gary Trent Jr.","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0.0571428571428571,0.146341463414634
"George Hill","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0394736842105263,0.0731707317073171
"George Hill","2014-15",-Inf,0,0,0,NA,"Q1","Q1","Q1",0.0232558139534884,0.134146341463415
"George Hill","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0540540540540541,0.0853658536585366
"Gerald Green","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Gerald Henderson","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Gerald Henderson","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Giannis Antetokounmpo","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Giannis Antetokounmpo","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.0121951219512195
"Giannis Antetokounmpo","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.025,0.0123456790123457
"Giannis Antetokounmpo","2017-18",0,0.142857142857143,0,0.0666666666666667,"Q1","Q2","Q1","Q2",0.0533333333333333,0.0731707317073171
