"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Total"	"Harnett County, NC"	"37085"	"Black or African American"	"2054-5"					117	7965	1468.9
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	18	1898	948.4 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	27	1943	1389.6
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	16	1979	808.5 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	21	2006	1046.9
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	15	2025	740.7 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	22	2037	1080.0
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	15	2069	725.0 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	17	2111	805.3 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	14	2156	649.4 (Unreliable)
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	14	2189	639.6 (Unreliable)
"Total"	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Female"	"F"			179	20413	876.9
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	32	1223	2616.5
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	25	1277	1957.7
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	37	1313	2818.0
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	29	1345	2156.1
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	25	1376	1816.9
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	27	1399	1929.9
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	25	1440	1736.1
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	25	1491	1676.7
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	21	1540	1363.6
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	25	1579	1583.3
"Total"	"Harnett County, NC"	"37085"	"White"	"2106-3"	"Male"	"M"			271	13983	1938.1
"Total"	"Harnett County, NC"	"37085"	"White"	"2106-3"					450	34396	1308.3
"Total"	"Harnett County, NC"	"37085"							567	42361	1338.5
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	1	35	2857.1 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	1	35	2857.1 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	2	36	5555.6 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	0	35	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	0	37	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	0	36	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	36	2777.8 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	1	35	2857.1 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	1	37	2702.7 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	2	37	5405.4 (Unreliable)
"Total"	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Female"	"F"			9	359	2507.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	0	25	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	0	24	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	1	23	4347.8 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	1	22	4545.5 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	0	21	0.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	1	20	5000.0 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	2	19	10526.3 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	1	19	5263.2 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	2	18	11111.1 (Unreliable)
	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	0	16	0.0 (Unreliable)
"Total"	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"	"Male"	"M"			8	207	3864.7 (Unreliable)
"Total"	"Haywood County, NC"	"37087"	"Black or African American"	"2054-5"					17	566	3003.5 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	13	2074	626.8 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	15	2107	711.9 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	17	2209	769.6 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	20	2291	873.0
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	17	2348	724.0 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	29	2430	1193.4
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	13	2492	521.7 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	21	2590	810.8
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	18	2629	684.7 (Unreliable)
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	22	2691	817.5
"Total"	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Female"	"F"			185	23861	775.3
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	27	1665	1621.6
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	26	1707	1523.1
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	29	1769	1639.3
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	33	1824	1809.2
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	33	1861	1773.2
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	32	1916	1670.1
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	30	1960	1530.6
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	29	2036	1424.4
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	34	2058	1652.1
	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	34	2102	1617.5
"Total"	"Haywood County, NC"	"37087"	"White"	"2106-3"	"Male"	"M"			307	18898	1624.5
"Total"	"Haywood County, NC"	"37087"	"White"	"2106-3"					492	42759	1150.6
"Total"	"Haywood County, NC"	"37087"							509	43325	1174.8
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	2	100	2000.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	4	97	4123.7 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	2	98	2040.8 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	0	98	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	1	97	1030.9 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	1	97	1030.9 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	0	94	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	1	92	1087.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	0	94	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	1	93	1075.3 (Unreliable)
"Total"	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Female"	"F"			12	960	1250.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	1	77	1298.7 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	0	78	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	0	76	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	2	73	2739.7 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	3	71	4225.4 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	3	68	4411.8 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	0	66	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	0	65	0.0 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	1	63	1587.3 (Unreliable)
	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	3	61	4918.0 (Unreliable)
"Total"	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"	"Male"	"M"			13	698	1862.5 (Unreliable)
"Total"	"Henderson County, NC"	"37089"	"Black or African American"	"2054-5"					25	1658	1507.8
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	14	3402	411.5 (Unreliable)
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	21	3505	599.1
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	20	3690	542.0
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	19	3841	494.7 (Unreliable)
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	15	3964	378.4 (Unreliable)
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	19	4097	463.8 (Unreliable)
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	24	4196	572.0
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	15	4306	348.4 (Unreliable)
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	22	4402	499.8
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	16	4515	354.4 (Unreliable)
"Total"	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Female"	"F"			185	39918	463.5
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	37	2665	1388.4
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	30	2768	1083.8
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	37	2931	1262.4
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	43	3075	1398.4
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	48	3196	1501.9
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	37	3327	1112.1
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	36	3436	1047.7
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	40	3559	1123.9
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	40	3662	1092.3
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	40	3783	1057.4
"Total"	"Henderson County, NC"	"37089"	"White"	"2106-3"	"Male"	"M"			388	32402	1197.5
"Total"	"Henderson County, NC"	"37089"	"White"	"2106-3"					573	72320	792.3
"Total"	"Henderson County, NC"	"37089"							598	73978	808.3
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	4	464	862.1 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	3	481	623.7 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	6	498	1204.8 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	7	508	1378.0 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	6	520	1153.8 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	5	525	952.4 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	5	531	941.6 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	9	542	1660.5 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	5	542	922.5 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	3	546	549.5 (Unreliable)
"Total"	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Female"	"F"			53	5157	1027.7
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	7	375	1866.7 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	11	381	2887.1 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	13	384	3385.4 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	8	387	2067.2 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	7	390	1794.9 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	4	391	1023.0 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	12	391	3069.1 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	10	397	2518.9 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	8	393	2035.6 (Unreliable)
	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	7	394	1776.6 (Unreliable)
"Total"	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"	"Male"	"M"			87	3883	2240.5
"Total"	"Hertford County, NC"	"37091"	"Black or African American"	"2054-5"					140	9040	1548.7
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	1	534	187.3 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	2	550	363.6 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	2	549	364.3 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	5	553	904.2 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	3	559	536.7 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	3	555	540.5 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	3	556	539.6 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	3	560	535.7 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	1	554	180.5 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	7	545	1284.4 (Unreliable)
"Total"	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Female"	"F"			30	5515	544.0
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	7	345	2029.0 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	7	352	1988.6 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	10	356	2809.0 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	12	361	3324.1 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	12	370	3243.2 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	8	372	2150.5 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	7	379	1847.0 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	8	390	2051.3 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	6	389	1542.4 (Unreliable)
	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	6	389	1542.4 (Unreliable)
"Total"	"Hertford County, NC"	"37091"	"White"	"2106-3"	"Male"	"M"			83	3703	2241.4
"Total"	"Hertford County, NC"	"37091"	"White"	"2106-3"					113	9218	1225.9
"Total"	"Hertford County, NC"	"37091"							253	18258	1385.7
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	4	240	1666.7 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	4	249	1606.4 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	3	259	1158.3 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	3	261	1149.4 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	6	262	2290.1 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	2	265	754.7 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	265	377.4 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	4	271	1476.0 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	5	274	1824.8 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	2	274	729.9 (Unreliable)
"Total"	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Female"	"F"			34	2620	1297.7
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	3	176	1704.5 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	2	184	1087.0 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	4	184	2173.9 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	2	183	1092.9 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	2	181	1105.0 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	3	179	1676.0 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	4	178	2247.2 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	3	178	1685.4 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	4	179	2234.6 (Unreliable)
	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	7	176	3977.3 (Unreliable)
"Total"	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"	"Male"	"M"			34	1798	1891.0
"Total"	"Hoke County, NC"	"37093"	"Black or African American"	"2054-5"					68	4418	1539.2
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	2	312	641.0 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	2	333	600.6 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	1	349	286.5 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	0	360	0.0 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	2	367	545.0 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	5	374	1336.9 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	2	383	522.2 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	2	398	502.5 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	4	413	968.5 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	4	415	963.9 (Unreliable)
"Total"	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Female"	"F"			24	3704	647.9
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	4	205	1951.2 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	3	210	1428.6 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	2	226	885.0 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	3	237	1265.8 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	4	247	1619.4 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	3	259	1158.3 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	11	267	4119.9 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	1	284	352.1 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	3	297	1010.1 (Unreliable)
	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	6	306	1960.8 (Unreliable)
"Total"	"Hoke County, NC"	"37093"	"White"	"2106-3"	"Male"	"M"			40	2538	1576.0
"Total"	"Hoke County, NC"	"37093"	"White"	"2106-3"					64	6242	1025.3
"Total"	"Hoke County, NC"	"37093"							132	10660	1238.3
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	1	102	980.4 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	0	100	0.0 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	0	100	0.0 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	0	97	0.0 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	0	96	0.0 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	1	93	1075.3 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	1	90	1111.1 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	0	87	0.0 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	1	85	1176.5 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	1	80	1250.0 (Unreliable)
"Total"	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Female"	"F"			5	930	537.6 (Unreliable)
	"Hyde County, NC"	"37095"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	0	76	0.0 (Unreliable)
