"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-05","9.2","93","0","0","46","0","0.0","2.58","93","5905","9.34",,"0.0","63.7","73.5","53.8",,,"280","170",,,,"44.1","58",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-06","8.5","323","0","0","46","0","0.0","1.15","93","5917","3.59",,"0.0","72.3","82.3","62.3",,,"260","260",,,,"36.9","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-07","7.4","794","0","0","64","0","0.0","1.69","102","0","4.91",,"0.0","80.2","89.9","70.4",,,"10","10",,,,"36.9","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-08","6.9","1015","0","0","50","0","0.0","0.73","93","5","1.38",,"0.0","72.0","82.1","61.8",,,"280","280",,,,"45.0","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-09","7.4","1107","0","0","36","0","0.0","0.19","95","132","0.30",,"0.0","63.9","76.2","51.5",,,"320","320",,,,"36.9","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-10","8.5","1107","0","0","25","0","0.0","0.75","78","674","1.30",,"0.0","47.5","56.4","38.6",,,"280","320",,,,"30.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-11","8.3","1107","1","0","10","1","0.5","0.31","69","1511","0.63",,"0.8","37.1","45.6","28.6",,,"280","280",,,,"36.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2012-12","7.4","1107","24","3","0","9","10.5","0.95","55","2801","1.64",,"15.0","23.4","30.6","16.2",,,"320","340",,,,"25.9","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-01","9.4","0","15","1","-12","3","3.0","0.49","41","4292","0.86",,"4.6","16.9","25.0","8.9",,,"280","280",,,,"45.0","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-02","8.3","0","28","6","-13","9","4.2","0.62","39","5580","1.33",,"15.2","19.0","26.1","11.8",,,"320","320",,,,"25.9","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-03","8.7","0","29","3","5","13","5.4","0.61","56","6751","2.04",,"13.8","27.2","34.6","19.8",,,"320","320",,,,"29.1","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-04","10.7","2","11","3","19","7","6.4","1.02","81","7473","5.22",,"18.0","41.0","48.6","33.4",,,"320","320",,,,"29.1","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-05","9.8","50","0","0","32","0","0.5","1.47","98","7728","6.24",,"0.5","58.3","67.6","49.0",,,"340","290",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-06","8.1","211","0","0","50","0","0.0","2.50","91","7772","5.17",,"0.0","68.9","77.1","60.7",,,"320","290",,,,"45.0","61",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-07","8.5","527","0","0","53","0","0.0","2.79","94","8","3.52",,"0.0","74.9","84.0","65.9",,,"340","330",,,,"28.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-08","6.7","828","0","0","56","0","0.0","1.33","97","8","2.07",,"0.0","74.7","84.2","65.3",,,"310","310",,,,"35.1","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-09","8.9","957","0","0","44","0","0.0","0.47","94","72","1.35",,"0.0","67.2","77.1","57.2",,,"270","260",,,,"30.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-10","8.7","959","0","0","26","0","0.0","0.90","78","565","3.00",,"0.0","49.2","57.1","41.2",,,"320","250",,,,"31.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-11","10.1","959","0","0","7","0","0.7","0.18","56","1517","0.52",,"1.1","33.3","41.2","25.4",,,"280","140",,,,"30.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2013-12","8.1","959","28","5","-13","9","4.1","0.52","47","3142","1.46",,"16.0","12.6","20.1","5.1",,,"350","360",,,,"29.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-01","10.3","0","31","6","-23","16","6.4","0.44","40","4906","1.43",,"22.7","8.1","18.6","-2.3",,,"310","290",,,,"36.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-02","9.4","0","28","4","-14","24","8.4","0.83","44","6479","1.41",,"18.4","8.8","17.7","0.0",,,"310","300",,,,"33.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-03","9.8","0","26","2","-15","21","2.3","0.44","60","7699","0.82",,"4.7","25.7","34.0","17.3",,,"280","270",,,,"32.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-04","12.3","0","2","2","18","6","5.0","1.76","74","8367","6.27",,"7.0","42.7","51.4","34.1",,,"80","80",,,,"38.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-05","9.2","50","0","0","36","0","0.0","2.25","87","8615","4.56",,"0.0","58.6","67.9","49.3",,,"320","290",,,,"32.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-06","9.2","206","0","0","49","0","0.0","4.13","85","8638","11.37",,"0.0","69.5","77.9","61.0",,,"160","160",,,,"55.0","68",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-07","9.2","416","0","0","54","0","0.0","1.03","92","7","2.28",,"0.0","71.5","80.6","62.5",,,"160","160",,,,"36.9","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-08","7.4","674","0","0","56","0","0.0","0.68","89","7","2.90",,"0.0","73.3","81.8","64.8",,,"10","20",,,,"38.0","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-09","8.7","735","0","0","39","0","0.0","0.24","86","138","0.92",,"0.0","62.7","72.2","53.2",,,"300","300",,,,"31.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-10","9.4","735","0","0","26","0","0.0","0.78","72","629","1.75",,"0.0","49.2","58.4","40.0",,,"350","270",,,,"30.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-11","11.0","735","17","3","-4","4","2.6","0.28","56","1812","0.87",,"9.4","25.6","32.5","18.7",,,"300","310",,,,"33.1","42",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2014-12","8.7","735","23","1","-7","4","3.4","0.22","51","3071","0.86",,"5.6","24.4","29.7","19.0",,,"320","260",,,,"25.9","32",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-01","9.4","0","26","1","-11","5","3.0","0.15","45","4492","0.35",,"5.5","19.1","25.9","12.4",,,"300","310",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-02","10.3","0","20","1","-11","2","1.5","0.13","36","5995","0.36",,"4.9","11.3","19.6","3.0",,,"310","310",,,,"36.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-03","9.8","0","6","3","-7","4","3.1","0.20","70","6908","0.67",,"6.8","35.5","45.4","25.8",,,"300","310",,,,"36.9","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-04","11.4","0","0","0","27","0","0.2","0.65","84","7366","2.43",,"0.3","49.7","59.9","39.6",,,"250","290",,,,"35.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05","10.1","25","0","0","37","0","0.0","0.72","84","7571","3.55",,"0.0","59.2","68.5","49.9",,,"220","220",,,,"38.0","50",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06","8.1","176","0","0","52","0","0.0","0.95","92","7580","4.40",,"0.0","69.7","78.7","60.7",,,"90","100",,,,"32.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07","8.9","436","0","0","54","0","0.0","2.83","90","2","7.32",,"0.0","73.3","82.4","64.3",,,"310","310",,,,"45.0","60",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08","9.2","629","0","0","51","0","0.0","0.92","94","18","2.99",,"0.0","70.7","79.2","62.2",,,"160","160",,,,"35.1","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09","8.5","777","0","0","43","0","0.0","2.37","89","79","4.65",,"0.0","67.9","76.4","59.3",,,"160","160",,,,"30.0","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-10","9.2","783","0","0","31","0","0.0","0.94","85","486","2.62",,"0.0","52.1","61.0","43.1",,,"270","270",,,,"35.1","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-11","10.3","783","4","2","14","3","3.8","1.73","71","1194","4.52",,"5.1","41.4","49.1","33.7",,,"260","300",,,,"33.1","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-12","9.4","783","13","3","7","5","3.4","0.63","47","2271","2.32",,"9.5","30.3","35.2","25.4",,,"360","360",,,,"30.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-01","8.9","0","31","1","-14","6","1.2","0.08","43","3737","0.32",,"4.1","17.7","24.2","11.2",,,"320","320",,,,"25.9","33",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-02","10.1","0","19","1","-6","8","8.8","0.51","58","4895","1.09",,"12.2","25.1","31.9","18.2",,,"300","300",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-03","9.6","0","2","2","13","3","3.7","0.85","70","5630","2.27",,"5.4","41.3","49.4","33.2",,,"270","290",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-04","11.9","7","0","0","20","0","0.5","0.65","80","6144","2.84",,"0.5","48.1","56.9","39.3",,,"320","310",,,,"40.0","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-05","8.7","73","0","0","34","0","0.0","0.59","92","6325","2.43",,"0.0","61.3","71.1","51.5",,,"120","310",,,,"31.1","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-06","9.8","270","0","0","50","0","0.0","1.49","96","6332","4.48",,"0.0","71.3","80.5","62.1",,,"320","320",,,,"40.9","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-07","8.7","586","0","0","52","0","0.0","2.17","97","1","5.09",,"0.0","75.2","84.0","66.3",,,"50","320",,,,"38.9","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-08","7.4","848","0","0","56","0","0.0","1.53","91","4","7.83",,"0.0","73.3","81.9","64.8",,,"270","260",,,,"32.0","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-09","9.4","933","0","0","46","0","0.0","1.88","84","56","5.47",,"0.0","66.1","74.0","58.2",,,"20","30",,,,"36.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-10","8.9","935","0","0","36","0","0.0","1.01","76","433","3.41",,"0.0","52.9","61.1","44.7",,,"310","330",,,,"29.1","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-11","8.3","935","2","1","22","2","1.7","0.97","73","1059","2.98",,"2.3","44.1","52.0","36.3",,,"340","320",,,,"38.9","59",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2016-12","11.0","935","22","5","-20","9","5.1","0.97","43","2423","2.14",,"15.8","21.0","27.0","15.0",,,"220","210",,,,"35.1","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-01","8.7","0","26","3","-9","4","2.2","0.23","42","3785","0.98",,"8.4","21.1","27.2","14.9",,,"310","300",,,,"25.9","35",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-02","10.5","0","0","0","1","0","0.3","0.61","63","4729","0.64",,"0.3","31.3","40.2","22.4",,,"320","320",,,,"30.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-03","11.2","0","5","1","5","3","3.4","0.24","65","5688","0.69",,"4.7","34.1","42.1","26.0",,,"280","280",,,,"40.9","60",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-04","9.8","0","1","0","32","1","0.5","1.00","73","6124","4.45",,"0.5","50.5","59.3","41.6",,,"180","190",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-05","9.6","20","0","0","35","0","0.0","1.81","84","6345","4.81",,"0.0","58.5","67.7","49.3",,,"300","330",,,,"31.1","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-06","9.4","223","0","0","49","0","0.0","1.82","96","6358","4.23",,"0.0","71.3","81.3","61.4",,,"300","300",,,,"55.0","69",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-07","7.6","543","0","0","58","0","0.0","1.17","96","0","3.12",,"0.0","75.3","84.8","65.8",,,"360","10",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-08","7.8","667","0","0","54","0","0.0","1.94","89","9","6.76",,"0.0","68.7","77.0","60.4",,,"150","150",,,,"36.0","43",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-09","9.2","804","0","0","46","0","0.0","0.41","94","78","1.04",,"0.0","67.2","77.0","57.5",,,"350","350",,,,"36.0","50",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-10","9.8","804","0","0","27","0","0.1","2.18","78","502","4.50",,"0.1","51.3","59.6","43.1",,,"330","320",,,,"30.0","41",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-11","9.6","804","0","0","11","0","0.5","0.09","60","1426","0.39",,"0.6","34.2","42.2","26.2",,,"300","310",,,,"33.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2017-12","9.4","804","27","2","-16","3","2.1","0.37","57","2851","0.80",,"6.5","19.0","25.4","12.7",,,"290","280",,,,"32.0","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-01","9.2","0","30","4","-14","11","12.4","1.03","47","4347","1.55",,"20.4","16.8","25.0","8.5",,,"340","340",,,,"32.0","39",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-02","8.5","0","28","4","-7","10","6.0","0.51","47","5717","1.33",,"15.9","16.1","25.2","6.9",,,"160","140",,,,"28.0","36",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-03","9.6","0","21","4","12","6","3.6","0.38","52","6724","1.19",,"8.8","32.5","40.3","24.7",,,"110","110",,,,"36.0","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-04","9.6","4","18","6","8","11","11.1","0.79","84","7549","2.22",,"26.1","37.6","47.4","27.8",,,"50","30",,,,"33.1","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-05","8.3","157","0","0","44","0","0.0","0.89","100","7615","3.00",,"0.0","67.8","78.3","57.3",,,"260","260",,,,"38.0","62",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-06","9.4","389","0","0","56","0","0.0","1.10","99","7616","3.78",,"0.0","72.7","80.9","64.5",,,"320","320",,,,"30.0","42",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-07","7.8","698","0","0","58","0","0.0","2.13","95","0","4.44",,"0.0","75.0","84.2","65.8",,,"330","310",,,,"35.1","50",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-08","7.4","983","0","0","52","0","0.0","1.05","92","7","2.83",,"0.0","73.9","82.9","65.0",,,"330","330",,,,"36.0","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-09","8.7","1105","0","0","36","0","0.0","3.28","92","125","6.88",,"0.0","65.1","73.3","57.0",,,"320","330",,,,"42.9","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-10","9.4","1105","0","0","28","0","0.3","1.04","79","721","3.41",,"0.3","45.8","53.3","38.3",,,"290","300",,,,"38.9","61",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-11","9.6","1105","7","1","6","2","1.4","0.30","51","1821","1.45",,"4.1","28.3","34.2","22.5",,,"320","320",,,,"28.0","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2018-12","8.3","1105","20","2","6","4","2.3","0.95","46","3032","1.54",,"6.7","26.0","31.7","20.2",,,"20","30",,,,"29.1","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-01","9.4","0","10","2","-28","5","2.6","0.23","47","4599","0.45",,"6.8","14.4","21.9","7.0",,,"310","270",,,,"36.0","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-02","8.9","0","27","9","-12","19","9.1","0.60","39","6055","2.57",,"39.0","13.0","21.3","4.7",,,"310","300",,,,"38.0","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-03","9.2","0","19","3","-13","21","5.6","0.57","64","7183","2.00",,"10.6","28.6","37.2","20.0",,,"310","310",,,,"29.1","40",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-04","10.1","0","4","2","24","6","4.6","1.10","78","7747","3.91",,"9.8","46.2","55.2","37.2",,,"80","90",,,,"38.0","51",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-05","9.2","19","0","0","35","0","0.0","1.83","88","8057","6.68",,"0.0","55.6","65.4","45.9",,,"80","20",,,,"31.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-06","8.5","174","0","0","48","0","0.0","1.03","90","8068","2.72",,"0.0","69.8","79.2","60.3",,,"40","40",,,,"36.9","51",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-07","7.6","495","0","0","59","0","0.0","2.02","95","0","6.48",,"0.0","75.4","83.8","67.0",,,"40","250",,,,"31.1","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-08","7.8","682","0","0","53","0","0.0","1.74","88","1","6.29",,"0.0","71.0","79.4","62.6",,,"120","120",,,,"36.0","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-09","9.6","793","0","0","45","0","0.0","1.24","88","62","3.92",,"0.0","66.7","74.7","58.7",,,"110","110",,,,"36.0","45",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-10","10.5","793","0","0","23","0","0.0","1.06","73","647","4.06",,"0.0","46.1","53.1","39.1",,,"280","240",,,,"29.1","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-11","9.6","793","4","3","5","7","7.2","0.66","46","1670","2.28",,"14.4","30.9","36.3","25.5",,,"350","360",,,,"33.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2019-12","8.3","793","31","4","-5","8","4.9","0.62","44","2963","1.83",,"11.3","23.3","30.5","16.1",,,"340","200",,,,"25.9","37",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-01","8.7","0","31","3","-9","9","4.7","0.35","38","4336","0.98",,"9.7","20.7","27.4","14.0",,,"320","330",,,,"33.1","44",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-02","8.9","0","29","2","-12","10","4.8","0.38","46","5605","0.59",,"7.5","21.3","29.9","12.6",,,"360","240",,,,"25.9","38",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-03","9.6","0","4","0","20","4","0.8","1.07","61","6450","2.41",,"1.3","37.7","45.2","30.2",,,"340","320",,,,"30.0","47",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-04","10.3","0","2","1","19","5","6.6","0.83","74","7045","1.80",,"7.3","45.2","55.4","34.9",,,"320","300",,,,"35.1","48",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-05","9.4","32","0","0","34","0","0.0","2.47","81","7273","4.85",,"0.0","58.7","67.1","50.3",,,"170","330",,,,"29.1","46",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-06","9.6","269","0","0","53","0","0.0","2.37","96","7276","6.72",,"0.0","72.8","82.9","62.8",,,"330","320",,,,"38.9","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-07","7.4","613","0","0","57","0","0.0","0.51","93","2","3.19",,"0.0","76.0","85.2","66.8",,,"330","330",,,,"36.9","55",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-08","8.1","864","0","0","54","0","0.0","1.27","92","2","3.98",,"0.0","73.1","82.2","64.0",,,"280","300",,,,"42.9","64",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-09","8.5","913","0","0","38","0","0.0","0.25","85","163","0.89",,"0.0","61.3","70.3","52.2",,,"290","320",,,,"35.1","54",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-10","9.6","916","3","1","16","7","7.9","0.79","80","829","2.41",,"9.3","43.6","51.0","36.2",,,"310","310",,,,"36.0","52",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-11","9.2","918","7","2","13","6","5.5","0.62","75","1621","1.29",,"8.8","38.7","47.0","30.3",,,"320","320",,,,"35.1","49",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2020-12","8.1","918","8","2","-5","9","8.7","0.48","52","2849","0.76",,"12.4","25.4","33.0","17.8",,,"330","320",,,,"36.0","58",,
