"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-07",,"391","0","0","53","0","0.0","0.76","92","0","2.34","59.4","0.0","73.6","83.5","63.7","16854",,,,"180","225",,,,"41.4","29.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-08",,"567","0","0","48","0","0.0","2.29","96","26","7.05","47.2","0.0","69.8","78.5","61.2","12378",,,,"360","135",,,,"41.4","32.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-09",,"628","0","0","41","0","0.0","1.56","92","136","2.20","68.7","0.0","63.4","74.3","52.5","15492",,,,"225","225",,,,"35.6","25.9"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-10",,"628","0","0","28","0","0.0","1.05","73","707","3.16","49.4","0.0","46.6","56.2","37.0","10044",,,,"315","135",,,,"38.0","27.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-11",,"628","9","3","9","2","2.6","0.49","65","1706","0.98","38.2","7.7","31.7","39.0","24.4","6582",,,,"270","315",,,,"34.4","25.1"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1979-12",,"628","0","0","-7","0","0.9","0.15","54","2916","0.33","42.0","1.7","26.0","34.2","17.7","6930",,,,"315","360",,,,"39.1","30.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-01",,"0","20","6","-15","5","4.1","0.31","48","4458","0.94","53.0","13.0","15.3","23.5","7.0","9210","290",,,"270",,"31.1",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-02",,"0","29","3","-9","7","2.0","0.18","38","5901","0.67","71.6","8.9","15.2","23.4","7.1","12966","220",,,"315",,"23.0",,,"35.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-03",,"0","20","6","-3","6","2.8","0.24","56","7072","1.12","60.0","13.8","27.2","36.4","18.1","13272","310",,,"315",,"30.0",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-04",,"15","4","2","24","6","5.0","0.48","95","7561","0.83","64.8","8.5","49.2","61.1","37.4","15852","360",,,"360",,"28.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-05",,"96","0","0","31","0","0.0","1.20","93","7750","2.30","71.8","0.0","61.5","73.8","49.2","19806","270",,,"270",,"32.0",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-06",,"211","0","0","45","0","0.0","2.53","92","7787","5.52","67.0","0.0","67.6","78.7","56.5","18780","10",,,"360",,"46.1",,,"63.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-07",,"526","0","0","51","0","0.0","1.15","100","0","2.30","80.6","0.0","75.2","87.1","63.2","22836","350",,,"45",,"42.9",,,"60.8",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-08",,"713","0","0","54","0","0.0","0.60","92","12","3.26","62.6","0.0","70.6","80.3","60.9","16434","210",,,"203",,"40.9",,,"55.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-09",,"750","0","0","31","0","0.0","1.65","93","215","3.68","54.4","0.0","59.5","69.2","49.8","12360","220",,,"225",,"36.0",,,"54.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-10",,"751","0","0","19","0","0.0","0.33","84","833","0.67","47.0","0.0","45.1","54.2","36.0","9594","320",,,"315",,"25.9",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-11",,"751","0","0","14","0","0.8","0.13","63","1685","0.26","50.4","0.9","36.6","45.5","27.6","8646","200",,,"225",,"25.1",,,"36.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1980-12",,"751","8","0","-12","1","0.9","0.07","49","3087","0.25","37.2","2.8","19.8","27.3","12.2","6108","300",,,"315",,"32.0",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-01",,"0","11","2","-13","1","2.0","0.09","57","4545","0.30","79.0","4.6","18.0","28.5","7.5","13596","310",,,"315",,"25.9",,,"36.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-02",,"0","16","6","-20","8","2.1","1.01","60","5712","2.14","66.5","11.0","23.3","32.1","14.6","11580","350",,,"360",,"29.1",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-03",,"0","0","0","13","0","0.1","0.35","75","6557","0.72","78.2","0.1","37.7","48.6","26.8","17286","220",,,"180",,"31.1",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-04",,"0","2","1","27","1","1.7","0.42","78","7036","2.18","57.6","1.7","49.0","59.5","38.6","13902","300",,,"315",,"29.1",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-05",,"9","0","0","30","0","0.0","0.93","83","7292","2.19","63.6","0.0","57.0","67.9","46.2","17526","170",,,"180",,"30.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-06",,"101","0","0","49","0","0.0","1.64","89","7323","4.43","69.2","0.0","67.0","77.2","56.8","19404","120",,,,,"31.1",,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-07",,"294","0","0","50","0","0.0","2.38","91","13","4.09","73.3","0.0","70.8","80.4","61.3","20784","360",,,"360",,"25.1",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-08",,"439","0","0","49","0","0.0","1.23","87","24","4.73","66.7","0.0","69.3","77.8","60.8","17544","170",,,"360",,"23.0",,,"36.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-09",,"466","0","0","33","0","0.0","0.47","89","201","1.46","69.7","0.0","60.0","71.0","49.1","15858","310",,,"315",,"29.1",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-10",,"466","0","0","20","0","0.9","0.73","66","771","2.69","40.9","0.9","46.6","55.8","37.4","8382","330",,,"315",,"33.1",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-11",,"466","12","3","6","10","6.2","0.87","66","1581","2.17","53.7","14.0","38.0","46.9","29.0","9426","330",,,"270",,"25.1",,,"34.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1981-12",,"466","31","6","-11","8","2.1","0.20","39","3053","0.93","35.6","10.7","17.5","25.1","9.9","5856","170",,,"315",,"25.9",,,"34.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-01",,"0","31","6","-26","38","17.2","0.89","39","4997","2.45","51.3","46.4","2.3","11.5","-6.9","8880","320",,,"315",,"30.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-02",,"0","28","3","-22","21","3.1","0.19","49","6376","0.43","70.6","7.4","15.8","24.2","7.3","12366","60",,,"270",,"21.0",,,"31.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-03",,"0","28","3","-3","13","4.7","0.66","59","7492","2.10","58.4","10.9","29.0","35.7","22.2","12900","270",,,"270",,"32.0",,,"54.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-04",,"0","1","3","13","2","1.8","0.70","76","8127","1.62","60.5","4.8","43.8","54.3","33.3","14856","310",,,"315",,"38.9",,,"57.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-05",,"43","0","0","40","0","0.0","1.13","88","8249","4.99","58.8","0.0","62.4","72.0","52.9","16278","180",,,"225",,"29.1",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-06",,"80","0","0","41","0","0.0","0.63","91","8326","1.44","74.8","0.0","63.7","75.0","52.3","20934","350",,,"315",,"38.9",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-07",,"409","0","0","54","0","0.0","0.36","100","0","0.92","71.2","0.0","75.6","86.6","64.7","20232","210",,,"315",,"30.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-08",,"634","0","0","48","0","0.0","0.96","98","16","3.80","71.4","0.0","71.8","82.4","61.1","18690","340",,,"360",,"34.9",,,"57.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-09",,"685","0","0","36","0","0.0","0.32","86","190","1.50","50.0","0.0","60.9","69.6","52.2","11268","190",,,"180",,"30.0",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-10",,"685","0","0","27","0","0.9","1.72","76","646","3.46","36.0","1.4","50.3","58.9","41.7","7350","10",,,"360",,"31.1",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-11",,"685","3","1","5","1","1.2","0.89","60","1651","3.27","35.3","3.6","31.5","38.9","24.0","6066","320",,,"315",,"36.0",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1982-12",,"685","7","3","-2","17","12.0","1.35","63","2871","4.27","33.5","19.3","25.6","33.2","18.1","5544","10",,,"360",,"32.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-01",,"0","31","0","-7","14","0.9","0.32","38","4280","0.67","42.8","3.2","19.6","27.0","12.1","7386","330",,,"315",,"29.1",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-02",,"0","28","3","-8","14","6.2","0.80","46","5347","1.20","35.4","10.8","26.9","32.1","21.6","6216","360",,,"360",,"30.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-03",,"0","12","5","15","6","4.0","0.97","61","6303","3.22","48.0","14.3","34.2","40.5","27.9","10716","120",,,"135",,"29.1",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-04",,"0","10","3","21","10","13.6","1.56","72","6985","3.97","64.1","21.8","42.3","50.9","33.6","15750","350",,,"360",,"34.9",,,"52.8",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-05",,"0","0","0","34","0","0.0","1.27","78","7307","6.20","69.5","0.0","54.6","64.8","44.4","19524","20",,,"45",,"33.1",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-06",,"141","0","0","42","0","0.0","0.83","91","7359","5.22","66.2","0.0","68.0","78.0","58.0","18576","300",,,"315",,"34.9",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-07",,"521","0","0","54","0","0.0","1.65","96","2","3.08","82.1","0.0","77.2","87.0","67.4","23262","350",,,"360",,"40.9",,,"63.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-08",,"884","0","0","57","0","0.0","1.10","97","2","3.11","80.2","0.0","76.7","87.0","66.5","21000","200",,,"225",,"44.1",,,"59.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-09",,"980","0","0","30","0","0.0","1.39","93","168","3.34","65.2","0.0","62.6","71.6","53.6","14730","170",,,"270",,"30.0",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-10",,"987","0","0","27","0","0.0","1.45","78","691","2.61","47.9","0.0","48.4","56.4","40.3","9762","290",,,"315",,"25.9",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-11",,"987","7","5","12","15","11.4","1.00","61","1621","4.93","21.1","30.4","34.0","39.0","29.0","3684","70",,,"315",,"30.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1983-12",,"987","31","7","-29","21","6.3","0.41","30","3522","1.54","45.2","21.1","3.6","11.1","-3.8","7446","310",,,"315",,"25.9",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-01","10.1","0","31","3","-25","19","3.0","0.25","43","5167","0.88",,"10.8","11.9","20.1","3.8","7379","310",,,"315",,"29.1",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-02","10.7","0","29","5","-11","18","3.2","0.52","46","6257","1.64",,"9.3","27.4","33.8","21.1","8262","340",,,"360",,"34.9",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-03","11.6","0","22","5","-8","10","9.6","0.80","50","7503","1.48",,"17.3","24.8","32.8","16.8","13206","320",,,"135",,"31.1",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-04","14.8","0","1","2","27","4","6.6","1.21","79","8040","3.86",,"9.8","47.1","56.9","37.3","15353","190",,,"225",,"40.9",,,"60.8",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-05","11.9","12","1","0","33","2","0.0","0.75","87","8331","2.30",,"0.0","56.0","66.3","45.8","20375","310",,,"315",,"33.1",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-06","12.1","161","0","0","51","0","0.0","2.91","90","8338","7.96",,"0.0","69.7","78.8","60.6","19619","320",,,"315",,"34.9",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-07","10.7","390","0","0","48","0","0.0","1.15","94","6","3.03",,"0.0","72.2","82.6","61.8","22779","350",,,"315",,"30.0",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-08","9.6","665","0","0","50","0","0.0","2.29","92","18","5.15",,"0.0","73.4","82.7","64.2","20976","330",,,"360",,"34.9",,,"57.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-09","11.0","688","0","0","28","0","0.0","1.20","91","276","2.66",,"0.0","57.2","67.2","47.2","15136","70",,,"360",,"29.1",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-10","13.4","688","0","0","24","0","0.3","2.10","73","719","5.49",,"0.3","50.7","58.7","42.8","6571","240",,,"270",,"31.1",,,"47.2",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-11","11.9","688","3","1","12","1","2.0","0.20","59","1669","0.31",,"2.0","33.3","41.6","25.0","7268","320",,,"45",,"30.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1984-12","11.4","688","23","7","-9","5","3.1","0.83","47","3128","2.24",,"16.3","17.9","26.2","9.6","7786","300",,,"270",,"34.9",,,"47.2",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-01","12.3","0","31","6","-25","7","2.9","0.22","39","4830","0.88",,"13.1","10.1","20.3","-0.1","12997","340",,,"315",,"42.9",,,"57.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-02","11.0","0","25","1","-19","9","2.5","0.21","54","6190","0.50",,"4.3","16.4","24.9","8.0","11990","300",,,"315",,"28.0",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-03","13.2","0","15","5","7","14","14.7","1.25","67","7101","4.48",,"36.8","35.6","43.8","27.4","16243","80",,,"90",,"33.1",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-04","13.4","21","3","0","21","10","0.0","0.65","89","7511","1.81",,"0.0","52.1","63.1","41.0","18789","250",,,"225",,"33.1",,,"56.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-05","11.6","63","0","0","40","0","0.0","1.15","87","7640","3.65",,"0.0","62.2","72.8","51.6","22947","350",,,"360",,"34.9",,,"66.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-06","11.2","137","0","0","39","0","0.0","0.92","102","7747","2.19",,"0.0","63.9","74.2","53.6","24099","180",,,"270",,"31.1",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-07","10.7","413","0","0","54","0","0.0","1.44","97","0","2.20",,"0.0","73.9","85.2","62.6","25447","220",,,"360",,"28.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-08","11.2","524","0","0","51","0","0.0","2.42","90","29","5.03",,"0.0","67.6","76.4","58.9","18038","160",,,"180",,"38.9",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-09","12.1","616","0","0","33","0","0.4","1.00","93","273","4.37",,"0.4","59.9","68.5","51.3","13071","190",,,"180",,"32.0",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-10","11.2","616","0","0","29","0","0.0","1.83","70","815","3.66",,"0.0","47.5","57.3","37.7","8979","320",,,"315",,"32.0",,,"51.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-11","10.7","616","13","8","-12","7","7.5","0.48","57","2022","1.71",,"23.9","24.8","32.3","17.3","4424","280",,,"270",,"30.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1985-12","11.2","616","31","3","-17","17","8.4","0.83","39","3799","1.21",,"13.5","7.6","17.2","-1.9","8914","360",,,"315",,"30.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-01","11.9","0","31","4","-18","13","3.4","0.30","44","5272","0.90",,"10.3","17.5","24.8","10.2","10121","320",,,"315",,"51.0",,,"66.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-02","9.4","0","28","4","-13","18","4.2","0.28","36","6654","0.85",,"12.4","15.6","22.6","8.7","7805","360",,,"360",,"23.0",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-03","12.3","0","24","2","-5","16","7.0","0.83","83","7618","2.04",,"8.7","33.9","42.8","24.9","14151","190",,,"225",,"31.1",,,"54.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-04","13.9","0","0","0","27","0","0.4","1.77","75","8081","5.89",,"0.4","49.6","59.1","40.1","15242","300",,,"180",,"31.1",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-05","10.7","43","0","0","36","0","0.0","1.40","90","8297","3.48",,"0.0","59.4","69.6","49.2","21816","230",,,"270",,"34.9",,,"51.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-06","11.9","184","0","0","45","0","0.0","2.29","93","8329","5.34",,"0.0","68.6","79.0","58.2","22519","350",,,"360",,"28.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-07","9.8","459","0","0","58","0","0.0","0.80","92","0","4.10",,"0.0","73.9","82.6","65.2","22860","260",,,"315",,"34.9",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-08","10.1","569","0","0","44","0","0.0","1.60","90","47","4.44",,"0.0","67.0","76.9","57.2","21505","200",,,"180",,"32.0",,,"51.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-09","10.3","598","0","0","41","0","0.0","2.07","85","231","6.91",,"0.0","59.8","67.8","51.8","12631","310",,,"315",,"33.1",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-10","9.6","598","0","0","32","0","0.0","1.09","73","720","1.77",,"0.0","49.2","58.4","40.0","9188","180",,,"135",,"32.0",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-11","11.9","598","14","2","-1","3","1.6","0.20","58","1825","0.62",,"4.4","28.2","37.1","19.3","6826","250",,,"270",,"40.9",,,"65.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1986-12","9.8","598","12","1","-6","2","2.1","0.16","40","3075","0.31",,"4.2","24.7","31.3","18.0","8667","310",,,"315",,"25.1",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-01","9.8","0","12","1","-14","4","4.1","0.41","48","4432","0.63",,"5.6","21.2","29.0","13.4","9983","350",,,"315",,"25.1",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-02","10.1","0","5","1","13","3","1.0","0.10","53","5366","0.13",,"1.2","31.6","41.1","22.2","13861","340",,,"315",,"36.9",,,"55.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-03","13.0","0","3","1","14","2","1.7","0.17","73","6184","0.64",,"2.1","38.6","47.7","29.6","17279","100",,,"45",,"32.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-04","11.0","11","0","0","18","0","0.0","0.11","87","6540","0.16",,"0.0","53.5","66.9","40.1","21266","40",,,"360",,"32.0",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-05","11.6","102","0","0","39","0","0.0","0.52","93","6679","1.88",,"0.0","63.4","74.6","52.2","17895","260",,,"270",,"25.1",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-06","11.0","349","0","0","43","0","0.0","0.69","99","6693","1.96",,"0.0","72.8","84.5","61.0","21804","10",,,"315",,"34.9",,,"47.2",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-07","10.7","692","0","0","51","0","0.0","9.15","94","2","17.89",,"0.0","76.0","85.8","66.2","22008","320",,,"315",,"36.9",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-08","8.9","846","0","0","47","0","0.0","2.22","96","34","3.67",,"0.0","69.0","77.2","60.7","18797","300",,,"315",,"25.9",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-09","8.9","881","0","0","43","0","0.0","0.34","88","145","1.28",,"0.0","62.4","72.8","52.1","16596","190",,,"180",,"23.9",,,"32.2",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-10","10.5","881","0","0","23","0","0.3","0.31","79","779","0.61",,"0.3","44.5","54.1","35.0","9545","320",,,"315",,"32.0",,,"52.8",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-11","10.1","881","2","2","16","1","2.8","1.08","63","1593","2.07",,"4.5","37.9","45.8","30.0","8853","300",,,"315",,"25.9",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1987-12","11.0","881","24","3","-6","5","2.7","0.44","45","2836","1.26",,"7.5","24.9","31.1","18.8","7000","290",,,"270",,"30.0",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-01","10.7","0","31","6","-18","14","7.5","0.57","39","4529","1.37",,"19.5","10.4","19.7","1.1","11462","350",,,"360",,"32.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-02","10.7","0","28","1","-16","10","3.2","0.20","47","6012","0.30",,"4.5","13.8","22.6","5.1","14383","310",,,"315",,"31.1",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-03","12.3","0","5","1","12","2","1.5","0.64","59","6982","1.33",,"3.7","33.7","42.3","25.1","14823","250",,,"270",,"30.0",,,"59.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-04","10.3","1","0","1","25","0","1.6","0.54","77","7512","1.58",,"2.4","47.4","59.2","35.5","17180","150",,,"135",,"30.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-05","11.4","95","0","0","37","0","0.0","0.47","92","7595","1.70",,"0.0","65.4","78.3","52.5","22329","170",,,"360",,"31.1",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-06","11.0","382","0","0","47","0","0.0","0.11","101","7599","0.22",,"0.0","74.4","86.9","61.9","24521","200",,,"180",,"25.1",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-07","9.8","788","0","0","55","0","0.0","0.73","105","1","1.17",,"0.0","78.0","90.2","65.9","23885","200",,,"315",,"25.1",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-08","10.7","1082","0","0","46","0","0.0","1.03","101","19","4.29",,"0.0","73.9","84.7","63.1","20582","280",,,"270",,"38.9",,,"71.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-09","10.7","1126","0","0","42","0","0.0","1.47","89","141","2.79",,"0.0","62.4","73.0","51.7","14306","180",,,"180",,"36.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-10","10.5","1126","0","0","16","0","0.2","0.38","76","794","0.80",,"0.2","44.0","54.5","33.4","15141","300",,,"315",,"30.0",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-11","11.4","1126","13","5","5","3","4.7","0.61","55","1763","2.86",,"15.9","32.7","39.7","25.7","9060","320",,,"315",,"30.0",,,"42.5",
